,MP,3PA,3P%,2PA,2P%,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,opp_MP,opp_3PA,opp_3P%,opp_2PA,opp_2P%,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS,Dist.,Pct_FGA_by_dist_2P,Pct_FGA_by_dist_0-3,Pct_FGA_by_dist_3-10,Pct_FGA_by_dist_10-16,Pct_FGA_by_dist_16-3pt,Pct_FGA_by_dist_3P,FGP_by_dist_2P,FGP_by_dist_0-3,FGP_by_dist_3-10,FGP_by_dist_10-16,FGP_by_dist_16-3pt,FGP_by_dist_3P,3FG_%assisted,3FG_corner_%3PA,3FG_corner_3P%,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,ORB%,FT/FGA,opp_eFG%,DRB%,opp_FT/FGA,Attend.,Attend./G,Playoff
STL,-0.031536861590351004,-0.10142125486261702,0.1612322419974142,0.09400791030612304,0.30521979321092196,0.07890640429823025,0.035441762602396926,0.14729274803790782,-0.29387664161587107,0.10729824821537536,1.0,0.1511677961639949,-0.050589429635188636,0.0891485277056548,0.3244053538236344,-0.031536861590351004,0.17368252989823463,-0.19729784169214232,-0.40104313311882167,0.0636372768217841,-0.07251627346926179,-0.07011138285830645,-0.048852188659946366,-0.40092334086264086,-0.03061520473820258,-0.02434090731772082,-0.2583161874086538,0.8901346879706878,0.11700868102349038,-0.34157756998370675,-0.05654014426584067,0.09951459731759033,0.12601840002660752,-0.19470541958122717,-0.002732338187056524,0.22064259874321737,-0.09951459731759041,0.30521979321092196,0.2627293224503088,0.05780672146072769,0.23789623758197,0.4009401961604414,0.1612322419974142,0.06377285265423337,0.41797404989701337,0.27944839117311776,0.23362755970101215,0.44653132181430805,-0.44653132181430805,0.42319891147103184,-0.42319891147103184,0.4203131508503436,-0.14086470726061204,0.42922063569576496,0.3244053538236344,-0.34157756998370675,0.4148995881342665,-0.34487597954005916,0.06911932578603576,-0.09951459731759041,0.27348078570418494,0.29190628192419693,0.25845394503883223,0.08649886473013374,-0.024117269340247893,-0.08310305025223455,-0.0029218564346841433,-0.09697575564418953,-0.07980124363351952,0.5379358977042995
BLK,0.0653032751386537,-0.0741873800561264,0.15647068905831024,-0.02737300168022018,0.5274337178753538,-0.001830871683562508,0.39166173092078843,-0.08230792601495615,0.18744494800208425,0.4749794663872669,0.1511677961639949,1.0,0.23950820109312976,0.135072684479754,0.3850498133843874,0.0653032751386537,-0.5420081491907013,-0.1917215818081647,0.5110491224111017,-0.6893744742910507,0.22230464530648952,-0.07964031007445543,0.32533131437387675,-0.5542459636980974,-0.47309354632402434,0.3156705887751112,-0.489371198204938,0.04265962798117896,-0.027251157669573603,-0.4144148718780929,-0.07194193140688758,0.04128674022972712,0.150390944156881,-0.14021179198392897,0.2957302304658933,-0.11206309444130588,-0.041286740229727475,0.5274337178753538,0.34965268820087536,0.3584962500083411,0.3855417879344249,0.437506583993893,0.15647068905831024,0.033438424230988015,0.0381488139276335,0.0534626156930974,0.22058091141959602,0.4645775437285989,-0.4645775437285989,0.4956348717622531,-0.4956348717622531,0.49931412991197577,-0.2916913339464765,0.502521827408596,0.3850498133843874,-0.4144148718780929,0.49737889065960483,0.10824685448182016,0.03605004861104352,-0.041286740229727475,0.49910506736156846,0.5019405384818411,0.11793876904403261,0.14079408868608428,-0.6138066003393858,-0.18308512133068536,0.17686382590745198,0.12259657778051662,0.1253172910012114,0.4442885307707938
TOV,-0.05223481262166722,0.0001442036124856187,-0.0976695430210758,-0.1633210688896557,0.09055397906218127,-0.12041089639212137,-0.11816603401844425,0.06592381257660047,-0.0017217297308216638,0.3391779145542489,-0.050589429635188636,0.23950820109312976,1.0,0.5192904620766604,-0.27227115074000735,-0.05223481262166722,-0.1370172196768618,-0.06452846811461045,0.10351089271707428,-0.315552421264379,0.5267731905893803,-0.25019624461267065,0.4237175175641058,-0.37258232729352664,-0.23439724533615486,0.8530030572631034,0.2678705796117037,-0.10754563811243581,-0.08677037716432762,0.029892119608479283,-0.13179107588518502,-0.060140312226681175,0.27716666921243416,-0.02784741227439029,-0.05812533828357654,-0.25577853397603956,0.06014031222668094,0.09055397906218127,0.04577370954399046,-0.1060857209262955,-0.21264667257210376,0.017160187336033892,-0.0976695430210758,0.33094673075564407,-0.14698374368662057,-0.1620515647073168,-0.34991172113021085,-0.16763674958165967,0.16763674958165967,-0.1996666313048869,0.1996666313048869,-0.2074455913228864,0.21833432306493922,-0.2030244343843344,-0.27227115074000735,0.029892119608479283,-0.20763440816897827,0.3944554817582279,-0.03369732329396459,0.06014031222668094,0.023276732873025556,0.06446540326282371,0.1939193946722797,-0.07462351916062383,-0.2591836864584114,-0.3288221891698226,0.4413840056196325,-0.11051329760258177,-0.11279825452381141,-0.15361113613585894
PF,-0.04205579920904474,-0.014797179660029698,-0.26902512883195806,-0.0413978631806999,-0.04627560836792216,-0.07869769651540773,-0.011445070994925493,0.07306050561684245,-0.309331486871675,-0.016500975386863275,0.0891485277056548,0.135072684479754,0.5192904620766604,1.0,-0.24523963780885719,-0.04205579920904474,-0.19372622657579572,-0.04032043249005672,-0.16700297306887735,-0.22879871635359375,0.9328386793330067,-0.12890815101834704,0.21325469193985344,-0.15068830396512226,-0.3792070618782536,0.38655331434274365,0.3635522768601516,0.16765066061976594,-0.006180816520327324,0.05077432834636107,-0.11848954341712449,-0.0014370212826425915,0.29165468777889847,-0.12761294735106457,-0.04028753580093587,-0.10341976423964522,0.0014370212826425384,-0.04627560836792216,-0.11935194031362092,-0.21906272313741393,-0.21763203854232396,0.062060899714772556,-0.26902512883195806,0.1469385605107601,0.013696277618854662,-0.2884644683970202,-0.35478314023146634,-0.18623601416321456,0.18623601416321456,-0.1951442285372996,0.1951442285372996,-0.19425941790552048,0.178009677371318,-0.1914878301421604,-0.24523963780885719,0.05077432834636107,-0.20007747281721341,-0.09393420165377059,-0.04287123516622715,0.0014370212826425384,-0.12689410982511523,-0.13111816722384867,0.12474110168689542,-0.04314044943842566,-0.18299137494830361,-0.29116190315850504,0.9269828267971022,0.007814833882036975,0.011109461588800015,-0.02033965592566679
PTS,0.07161014520255948,0.23347447577335617,0.3951283391307554,-0.27143680714144947,0.8162693775111591,0.49967191913778786,0.4130470919763791,0.028240017098129122,0.13200949934981715,0.31024326904394256,0.3244053538236344,0.3850498133843874,-0.27227115074000735,-0.24523963780885719,1.0,0.07161014520255948,-0.1598535668719963,-0.2300851661918294,0.2461951498142166,-0.12875660984640439,-0.248658272717402,-0.295655159515033,0.0809941561038333,-0.679019605086025,-0.08175531592696277,-0.2417497651921617,-0.5075132389300339,0.1456937509770817,0.3529660797927339,-0.26880821357800355,0.15469961054972525,-0.2517187288361576,0.17304592500177304,-0.25874533821855666,-0.09341465039145301,-0.24345501726933486,0.2517187288361576,0.8162693775111591,0.5896443235644769,0.28000340421324044,0.6650097942793616,0.3875227020312158,0.3951283391307554,-0.31521960292686896,0.1584086414327167,0.25387528597923287,0.5664446516249799,0.8474576412256662,-0.8474576412256662,0.8405099455398144,-0.8405099455398144,0.8505223366162806,-0.6002546511328551,0.8498463715650696,1.0,-0.26880821357800355,0.8496617353499614,0.07260052132885064,0.4928992787076633,0.2517187288361576,0.8741899688074183,0.8302965965527587,0.26315638753567977,0.605451452248151,-0.20713062777293423,-0.013753451103586554,-0.3033570702301701,0.17051268206116038,0.17341720247694217,0.6125563842262457
opp_MP,1.0,0.06457251555786452,-0.016896638365725088,0.0011378866851856897,0.09946812877911754,-0.1398132099635126,-0.196594756659595,0.08531497463735417,0.1877674210113815,0.2514131403950861,-0.031536861590351004,0.0653032751386537,-0.05223481262166722,-0.04205579920904474,0.07161014520255948,1.0,-0.1387703013356534,-0.11891202883092117,0.13246974582293458,-0.09808238378080143,-0.04792214478966994,0.17396189684604255,-0.10396901972338649,0.006926738163759675,-0.15248825676670252,-0.2791638082255895,-0.1838279567483934,-0.09334701601711472,-0.1690978509486784,-0.11622094708522573,-0.09768111669731001,-0.034942219373103045,-0.10462582587159584,0.34282802462434264,-0.13673503240676357,-0.18530639075499067,0.0349422193731031,0.09946812877911754,0.0879731182735517,0.48192894163031763,0.023958151236794522,-0.3231521835696379,-0.016896638365725088,0.4181591851601727,0.004204493340237742,0.03384977029767999,-0.22624709523854908,0.1190401568241551,-0.1190401568241551,0.10569706294855766,-0.10569706294855766,0.11290675258309871,-0.14284293854758962,0.1090806195811175,0.07161014520255948,-0.11622094708522573,0.1139342658075001,0.10860340112466171,-0.16042733307818768,0.0349422193731031,0.02649999808879327,0.09429289275079789,0.07459696183866732,-0.21273909255633047,-0.1251868221314136,0.16460055091268916,-0.01788408723872269,0.1744859277409761,0.17036220925466267,0.10875995513745654
opp_3PA,-0.1387703013356534,-0.2680757757925591,0.15380140358721003,0.32502917805722564,-0.22303878790664228,-0.16894971900382938,-0.27959509814531175,0.10588665508840509,-0.33144767172907263,-0.07065579409947252,0.17368252989823463,-0.5420081491907013,-0.1370172196768618,-0.19372622657579572,-0.1598535668719963,-0.1387703013356534,1.0,0.19225543714520088,-0.8573794637830529,0.6711406720881398,-0.2773652082133902,0.10639348414944316,-0.12984656717093093,0.10620758339384755,0.7295125029135509,-0.022416098176067212,0.02004876495220417,0.26575111963549825,-0.12441559458617046,0.4219898171710802,-0.03411362860911562,0.28815224260540784,-0.04968970087255011,-0.094832195906742,0.06709001933682605,0.5197378012544982,-0.28815224260540784,-0.22303878790664228,-0.12377632122878046,-0.09758358532997649,-0.019216329325593168,-0.024408653820047078,0.15380140358721003,-0.007177264819122011,-0.133402626161699,0.06404593080587767,0.13955040878406427,-0.25171251889864327,0.25171251889864327,-0.33607123933217364,0.33607123933217364,-0.3359911963348861,0.2816563103619369,-0.33300636456698685,-0.1598535668719963,0.4219898171710802,-0.3433267872670432,-0.0540838910478744,-0.1966972045100493,-0.28815224260540784,-0.2236690129599483,-0.16925437786100567,0.057043160279525724,-0.2699319593254047,0.6300478709940505,-0.021759976426641153,-0.22372750157980223,-0.00023946459276233796,0.009596000192552271,-0.281653475965785
opp_3P%,-0.11891202883092117,-0.07940537466087634,-0.17602770353294236,0.10578869176122335,-0.30385180327648814,0.010028037853047893,0.014964708976664003,-0.026335451959355053,-0.49260146833050195,-0.2638681159993009,-0.19729784169214232,-0.1917215818081647,-0.06452846811461045,-0.04032043249005672,-0.2300851661918294,-0.11891202883092117,0.19225543714520088,1.0,-0.19264785213196606,0.41639881264792095,-0.04061717202403073,0.2989604700899946,-0.13317513623984356,0.2534967958668812,0.46793273650456135,-0.010485480392351814,0.23958709069083478,-0.1121558526108792,0.09725391502151474,0.6881310084152302,-0.11132075384410271,0.0924401239447315,0.005564840994546484,0.08536380304820956,0.011947413468134244,0.05212370182900767,-0.09244012394473101,-0.30385180327648814,-0.2553415570083272,-0.202179830154204,-0.0809624692896583,-0.37939234546747175,-0.17602770353294236,-0.12212202644202273,0.06403381014307909,0.01136899932603793,-0.13706754262643578,-0.5341862402271127,0.5341862402271127,-0.5425799216762731,0.5425799216762731,-0.5368499750370107,0.4487542673334404,-0.5321293664335094,-0.2300851661918294,0.6881310084152302,-0.5383707818386471,-0.09843358723260996,-0.0025248803225084984,-0.09244012394473101,-0.2739550657300556,-0.323616480256256,-0.10762487223402643,0.00363033446199224,0.7073565786615944,-0.08607489037176053,0.02982865601322974,-0.32331094479405026,-0.32299119539648413,-0.49058828875080257
opp_2PA,0.13246974582293458,0.23230883227636412,-0.05401534926491555,-0.3144631757071806,0.33879491186410193,0.1502691964060403,0.28529655833590745,-0.20819552823909704,0.4419678408089426,0.19514415132794555,-0.40104313311882167,0.5110491224111017,0.10351089271707428,-0.16700297306887735,0.2461951498142166,0.13246974582293458,-0.8573794637830529,-0.19264785213196606,1.0,-0.5697174373265036,-0.03009723896950513,-0.11755266447560848,0.30656502610678177,-0.13738632864089453,-0.4993281904991573,0.029864647159824502,-0.11451209972022638,-0.5336040733510017,0.019092309844051848,-0.27183422419366976,0.029561086970264026,-0.2636346478296158,0.04165906433985189,0.12573145538076702,-0.055876262741930305,-0.5075820772256726,0.2636346478296156,0.33879491186410193,0.21913230612002757,0.24404847818638786,0.14648321975557754,0.007648016670617733,-0.05401534926491555,-0.04031432711936529,-0.0034819604456031595,0.0019924439507214313,-0.041584009564863876,0.26470081270265944,-0.26470081270265944,0.31014458558025026,-0.31014458558025026,0.3120705974039416,-0.3112049601763419,0.3062764184268799,0.2461951498142166,-0.27183422419366976,0.3217743141764829,0.3647457128000876,0.18825740386627013,0.2636346478296156,0.3419795375208541,0.306377766660819,-0.1345259471658117,0.2580719247858794,-0.5515537322732905,-0.06966186031686177,-0.1337476918607432,0.009097674616924217,-0.004560669026850481,0.18544582081487843
opp_2P%,-0.09808238378080143,-0.0959572065044134,-0.1523735116134782,0.14374549460060695,-0.1948587818894016,0.046305087045193,-0.17976119050869993,-0.03876092964219624,-0.6240217386246908,-0.2130889054840914,0.0636372768217841,-0.6893744742910507,-0.315552421264379,-0.22879871635359375,-0.12875660984640439,-0.09808238378080143,0.6711406720881398,0.41639881264792095,-0.5697174373265036,1.0,-0.310899718639358,0.08523981368754245,-0.0785453933302614,0.3044711086556574,0.7710490030621973,-0.28048335354847176,0.16904018101785007,0.17690216403600298,0.03951000321422784,0.7321661722535727,-0.007209386177558337,0.11032543792072315,-0.0726565742776628,0.03244612609022924,-0.10944461581080638,0.2629903564793058,-0.11032543792072291,-0.1948587818894016,-0.09590668919566593,-0.043194316573723635,-0.07512295872984073,-0.28124771872469845,-0.1523735116134782,-0.08393908133529213,-0.02262756192121417,0.015160492144413028,0.07787843541494753,-0.42373244553800987,0.42373244553800987,-0.49950484203176665,0.49950484203176665,-0.4892161170149836,0.3670014824537786,-0.48743806587710065,-0.12875660984640439,0.7321661722535727,-0.4912963002544461,-0.09866297297913712,0.01789313789878824,-0.11032543792072291,-0.22388424864472647,-0.2359432580870699,-0.13466242329272904,-0.02515632294194653,0.934646825313208,-0.17762472717759886,-0.25633379311815885,-0.2825958138951611,-0.27915227372188867,-0.41030322934316593
opp_FTA,-0.04792214478966994,-0.14465143641188524,-0.2659807171057098,0.06872851022713398,-0.0708820563465233,-0.07912464396451509,0.07512649748402313,0.08536353194812565,-0.24795891875414122,0.07193067367575023,-0.07251627346926179,0.22230464530648952,0.5267731905893803,0.9328386793330067,-0.248658272717402,-0.04792214478966994,-0.2773652082133902,-0.04061717202403073,-0.03009723896950513,-0.310899718639358,1.0,-0.099816982314262,0.3089247401381536,-0.1696352714059274,-0.4200076008182753,0.40422663793402414,0.34281039010284864,-0.0018409249096856424,0.005854664451126673,0.09893983227473457,-0.21085436909523497,0.1232806684377305,0.22399311716870185,-0.002195703853052153,0.11020789821869006,-0.05735410911368618,-0.12328066843773064,-0.0708820563465233,-0.08352371690304977,-0.07696691147334812,-0.2097329217820784,0.028995697026645652,-0.2659807171057098,0.19908668609158534,-0.12977560852205985,-0.3620985428422257,-0.34098879481179606,-0.229978871811869,0.229978871811869,-0.22179798645011822,0.22179798645011822,-0.22379080686887404,0.2053409316091386,-0.22065294431709975,-0.248658272717402,0.09893983227473457,-0.22884863722110485,-0.06034876723657107,-0.0448683952074369,-0.12328066843773064,-0.12829519584744092,-0.1472145612235615,0.14381540826362046,-0.021444890544147985,-0.2490217895998791,-0.34137405726294795,0.974210972992416,0.04403491390089858,0.044605040599663436,-0.04662096555972202
opp_FT%,0.17396189684604255,-0.35661132110134397,-0.2701785342248399,0.31842575375997456,-0.3041762937044055,0.07155676587957258,-0.13322816613656807,-0.12392503118188974,-0.19645799402826197,-0.1953025372885803,-0.07011138285830645,-0.07964031007445543,-0.25019624461267065,-0.12890815101834704,-0.295655159515033,0.17396189684604255,0.10639348414944316,0.2989604700899946,-0.11755266447560848,0.08523981368754245,-0.099816982314262,1.0,-0.10760136700934239,0.28792316280469965,0.25523222295699594,-0.2759625339762602,0.11910932587865605,0.07091927614301394,0.053307072489988665,0.21005783380912993,-0.3748820813548142,0.3512509887854997,0.12475648374047021,0.18116587649318944,0.11792323167559297,0.20404668873282963,-0.3512509887854996,-0.3041762937044055,-0.16099096085069917,-0.03861795491235807,-0.11812913438790906,-0.4397537892055682,-0.2701785342248399,0.052506460460751664,0.27560027612648574,-0.37218237829651907,-0.16863597630244323,-0.3328774587990425,0.3328774587990425,-0.32827945319485446,0.32827945319485446,-0.3263494425613911,0.0979511527056152,-0.33373071979831664,-0.295655159515033,0.21005783380912993,-0.32269845905438355,0.03709454978113095,0.06225705221911165,-0.3512509887854996,-0.30690485134180595,-0.3514667944190022,-0.2276059742685215,0.018262317818985945,0.19774715721791208,0.00315205760026847,0.08562682987854184,-0.23433365598724296,-0.22989267193218302,-0.20487541055152714
opp_ORB,-0.10396901972338649,-0.35663193559159556,-0.08109362696245692,0.21709811060289128,0.31812350786633087,-0.10460083536471612,0.20350831857443247,-0.09008018656319279,-0.37867636702501467,0.3846339925800158,-0.048852188659946366,0.32533131437387675,0.4237175175641058,0.21325469193985344,0.0809941561038333,-0.10396901972338649,-0.12984656717093093,-0.13317513623984356,0.30656502610678177,-0.0785453933302614,0.3089247401381536,-0.10760136700934239,1.0,-0.46063654025530687,0.05403023836395001,0.42465588830876133,0.04615778712710532,0.01629759458633113,-0.07837636488987768,0.2690617965598476,-0.3772028361620667,0.30941793363092235,0.3150995340777592,0.018449499522325195,0.21213933380423486,0.0821222317670783,-0.30941793363092235,0.31812350786633087,0.26001360350038066,0.2736653205444746,0.2051114188626716,0.17361809893138813,-0.08109362696245692,0.21815550428177732,0.027452108947258205,-0.003037940743003969,-0.08079305509037996,-0.0324093605910402,0.0324093605910402,-0.09053583970078283,0.09053583970078283,-0.09065436590576123,0.004512539347166282,-0.09404866564776268,0.0809941561038333,0.2690617965598476,-0.0904076350345859,0.3100713093113616,-0.05580382322582882,-0.30941793363092235,0.24016369966382067,0.25782033730624226,0.08159320058210365,-0.0061134707355672635,-0.11339585298005862,-0.930630680890461,0.21123855953936224,-0.2688486031839811,-0.26907784235447246,0.03024104412186491
opp_DRB,0.006926738163759675,0.1835959982007347,-0.2333170547891851,-0.044812846174818795,-0.6944511361266493,-0.3536442592991698,-0.28923275103758167,-0.2583594674260328,0.020920004426562278,-0.47972095637827084,-0.40092334086264086,-0.5542459636980974,-0.37258232729352664,-0.15068830396512226,-0.679019605086025,0.006926738163759675,0.10620758339384755,0.2534967958668812,-0.13738632864089453,0.3044711086556574,-0.1696352714059274,0.28792316280469965,-0.46063654025530687,1.0,0.1607305613931116,-0.32920763801560043,0.22365104223410415,-0.2593651623497719,-0.2930796096925424,0.20361933790186948,0.26446322156068347,-0.13367964165234184,-0.4018820390940004,0.14680784568162178,-0.15021630919978068,0.08273415654924118,0.133679641652342,-0.6944511361266493,-0.5232572342425051,-0.27754224970283486,-0.5065846369853783,-0.40315787742842624,-0.2333170547891851,-0.04291472766829391,-0.05816967637389874,-0.10024533131632679,-0.1942881408948664,-0.6200233476034195,0.6200233476034195,-0.5963998817765874,0.5963998817765874,-0.5897928140063698,0.35213051750540797,-0.5931555192485625,-0.679019605086025,0.20361933790186948,-0.5884851048540721,-0.2337008821515968,-0.37829355017039984,0.133679641652342,-0.6840178215944295,-0.6619368382491627,-0.572893350699276,-0.4477196211867137,0.332964796950176,0.37081591293480043,-0.09514911128963857,0.0015392177774615386,-0.007339881255453655,-0.4894236109097231
opp_AST,-0.15248825676670252,-0.17109243754252573,0.010808436218053242,0.19385592596806225,-0.12731855196478295,-0.049619469961425196,-0.14066443510709276,-0.0786313064322487,-0.5067976302834205,0.03256188720715006,-0.03061520473820258,-0.47309354632402434,-0.23439724533615486,-0.3792070618782536,-0.08175531592696277,-0.15248825676670252,0.7295125029135509,0.46793273650456135,-0.4993281904991573,0.7710490030621973,-0.4200076008182753,0.25523222295699594,0.05403023836395001,0.1607305613931116,1.0,-0.13652735266896854,0.03267293486152633,0.13222743700012238,-0.05956892078689737,0.6622838337772713,-0.060337411334860445,0.18005416020431908,-0.05253988217185634,0.039807252987954005,0.02775940552915784,0.2660959821323359,-0.18005416020431889,-0.12731855196478295,0.05604761976847206,-0.13715824321755926,0.030170066299991288,-0.17299808432579256,0.010808436218053242,0.05165454254545304,-0.026375140111658486,0.08601730584108905,0.09159967805173656,-0.37213164847329455,0.37213164847329455,-0.43012067698943,0.43012067698943,-0.4168012742205535,0.15544484311154222,-0.42445476351106837,-0.08175531592696277,0.6622838337772713,-0.4200190323691847,0.04507923627073152,-0.06526237612801923,-0.18005416020431889,-0.12668130395189128,-0.11186075796583758,-0.12362224932886887,-0.10308512053388667,0.7977044574034501,-0.2342156122573742,-0.36203322206721406,-0.1835559568352289,-0.17590797206576028,-0.49350547992177235
opp_STL,-0.2791638082255895,-0.06616704651017603,-0.06820163283183538,-0.07173207022450095,0.11430069541731787,-0.19677832375203147,-0.07620884993017348,0.0056569972825406285,-0.059218634915993794,0.30482131837116955,-0.02434090731772082,0.3156705887751112,0.8530030572631034,0.38655331434274365,-0.2417497651921617,-0.2791638082255895,-0.022416098176067212,-0.010485480392351814,0.029864647159824502,-0.28048335354847176,0.40422663793402414,-0.2759625339762602,0.42465588830876133,-0.32920763801560043,-0.13652735266896854,1.0,0.12241478176243917,-0.03577764499676668,-0.015238805359678271,0.021731443406535926,-0.13252611137808076,0.01561977167953809,0.27519191347865996,-0.14819514870691244,0.08570060478740843,-0.12069867631654176,-0.015619771679538322,0.11430069541731787,0.04558984883573545,-0.0877821166847644,-0.12240856379262725,0.14066657211750044,-0.06820163283183538,0.16402354640759914,-0.07463085088429917,-0.07302061573182146,-0.06470339308571088,-0.18146693682537504,0.18146693682537504,-0.17173067527710917,0.17173067527710917,-0.1800035698211078,0.37061900712837476,-0.1655931410866686,-0.2417497651921617,0.021731443406535926,-0.18172549213109707,0.2595637906746213,-0.11828501893507541,-0.015619771679538322,0.03175068738494354,0.08477084846210511,0.1272102416400417,-0.14902237049379516,-0.20675003358284347,-0.3494016736860184,0.3217363741504728,-0.092129439558335,-0.09176538377121757,-0.18262022067840797
opp_BLK,-0.1838279567483934,-0.07037776171277176,-0.5012476495564252,0.09638843077772732,-0.5048495713087994,0.07403260553250991,-0.3386234624076097,0.30059916541130655,-0.1827213375219669,-0.5080382627383748,-0.2583161874086538,-0.489371198204938,0.2678705796117037,0.3635522768601516,-0.5075132389300339,-0.1838279567483934,0.02004876495220417,0.23958709069083478,-0.11451209972022638,0.16904018101785007,0.34281039010284864,0.11910932587865605,0.04615778712710532,0.22365104223410415,0.03267293486152633,0.12241478176243917,1.0,-0.18656477931369073,0.08496025941087805,0.3483822395549872,-0.3255342413799959,0.08008275426903559,0.3074241793936864,0.20605201437252035,-0.3117095204142584,-0.12348062518849398,-0.08008275426903554,-0.5048495713087994,-0.5575057127028784,-0.35453273554131937,-0.4401560916798039,-0.4387959243745677,-0.5012476495564252,-0.09572669124721624,-0.16160172097517556,-0.43533632451853227,-0.7199426119658351,-0.5660362582645949,0.5660362582645949,-0.542232792959264,0.542232792959264,-0.5512293677155926,0.4047365185833169,-0.5498037867552809,-0.5075132389300339,0.3483822395549872,-0.54725736414456,0.13698447540535183,0.05785377177956258,-0.08008275426903554,-0.5649418988710517,-0.5989898802616472,0.18556427699298492,-0.048583399689831115,0.22250672565658372,-0.1142709653241369,0.3522908254831496,-0.3720259315541581,-0.3770794154764364,-0.5814657552339029
opp_TOV,-0.09334701601711472,-0.2108973810966787,0.12387314385221142,0.22564910952081388,0.08211047189942186,0.004855526760127062,-0.0033432980640076414,0.14984173183660643,-0.49455158855919046,0.043884558791871316,0.8901346879706878,0.04265962798117896,-0.10754563811243581,0.16765066061976594,0.1456937509770817,-0.09334701601711472,0.26575111963549825,-0.1121558526108792,-0.5336040733510017,0.17690216403600298,-0.0018409249096856424,0.07091927614301394,0.01629759458633113,-0.2593651623497719,0.13222743700012238,-0.03577764499676668,-0.18656477931369073,1.0,0.17214078908255245,-0.21579530061863852,-0.08794520551677523,0.21913445515033836,0.06844262915188322,-0.19500161800832333,0.13265665579693742,0.3708078838931868,-0.21913445515033833,0.08211047189942186,0.14579162456578812,-0.09115179748505219,0.14132286788067283,0.31320708549101833,0.12387314385221142,0.15236929931134854,0.45360503167563343,0.23503188573364375,0.18899952855885604,0.21445329419398199,-0.21445329419398199,0.2305349488695566,-0.2305349488695566,0.22748164001526427,-0.09225371785345186,0.2315091725326894,0.1456937509770817,-0.21579530061863852,0.2204924686697166,-0.5125297481383332,-0.016753206167116844,-0.21913445515033833,0.07582743315277286,0.09019021087334926,0.2073867352650555,-0.009840872129786947,0.10580218778067406,-0.21310959787598788,0.10290558404791571,-0.25164833148797133,-0.23386916055021478,0.3534677344796788
opp_PF,-0.1690978509486784,0.03475958950149851,-0.22518137233058763,-0.12123250340552699,0.1607951230964103,0.8253155029623918,-0.11164269999810178,0.27619262595455324,-0.1291888369918638,-0.26095478498920804,0.11700868102349038,-0.027251157669573603,-0.08677037716432762,-0.006180816520327324,0.3529660797927339,-0.1690978509486784,-0.12441559458617046,0.09725391502151474,0.019092309844051848,0.03951000321422784,0.005854664451126673,0.053307072489988665,-0.07837636488987768,-0.2930796096925424,-0.05956892078689737,-0.015238805359678271,0.08496025941087805,0.17214078908255245,1.0,-0.008936801971402116,-0.21981999979414646,-0.06478031746842454,0.48924755774636797,-0.19111826454639516,-0.15585851947553034,-0.23998812504281553,0.06478031746842464,0.1607951230964103,0.06897548375309459,-0.17749082328111337,-0.03448905840794267,-0.27246462686689754,-0.22518137233058763,-0.26509237456801116,0.19698372228496583,-0.242567552489655,0.2192668776527949,0.15437990301769325,-0.15437990301769325,0.2587828910219025,-0.2587828910219025,0.24844839447434083,0.007890423994019607,0.25911186257555946,0.3529660797927339,-0.008936801971402116,0.2528495965759647,-0.015659832714135326,0.8101166925925596,0.06478031746842464,0.19242446921811585,0.07324935733467793,0.32968687714189465,0.760369262729131,0.062100305156827296,0.0028476852625563495,0.04150108549759195,-0.3235217476902077,-0.318394244551231,0.10395897894953186
opp_PTS,-0.11622094708522573,-0.23720002914340652,-0.3101912858453883,0.19617018919425638,-0.19361382136647065,0.0052361712880956805,-0.05861559418849291,-0.11901594285869278,-0.6831387548005943,-0.10828782079016613,-0.34157756998370675,-0.4144148718780929,0.029892119608479283,0.05077432834636107,-0.26880821357800355,-0.11622094708522573,0.4219898171710802,0.6881310084152302,-0.27183422419366976,0.7321661722535727,0.09893983227473457,0.21005783380912993,0.2690617965598476,0.20361933790186948,0.6622838337772713,0.021731443406535926,0.3483822395549872,-0.21579530061863852,-0.008936801971402116,1.0,-0.2352325754545471,0.22436763661529954,0.1073737820736515,0.13261289543240404,0.007783512553899669,0.13487313078722016,-0.2243676366152992,-0.19361382136647065,-0.12246370849048577,-0.005113254873997395,-0.10986589780616511,-0.4051286850377338,-0.3101912858453883,-0.024234276995702405,-0.15712976370272697,-0.19605666514069922,-0.15482789213292458,-0.6600559456506067,0.6600559456506067,-0.7458991412356061,0.7458991412356061,-0.7347899649624889,0.5182597159738274,-0.7340619599343401,-0.26880821357800355,1.0,-0.7363151776177187,0.17819779838338676,0.014187782152867316,-0.2243676366152992,-0.2410761530151163,-0.275278977305353,-0.16416845784557993,-0.000956404753857231,0.8348770990336053,-0.47241231212129076,0.1148942344880303,-0.3198801676863399,-0.3210035831584023,-0.6129333291642008
