,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,as_caliber,PC1,PC2,Cluster
59,Marco Belinelli\belinma01,SG,31,ATL,52,1,1210,8.0,19.6,0.41,3.7,10.0,0.3720000000000001,4.3,9.6,0.45,4.1,4.4,0.927,0.6,3.5,4.0,4.2,1.9,0.1,2.2,1.7,23.9,109.0,113,14.1,0.5539999999999999,0.509,0.225,1.3,7.9,4.6,13.5,1.9,0.2,9.2,21.2,1.3,0.6,1.9,0.075,0.6,-2.3,-1.7,0.1,0,1.514550724958584,-1.0459395350412022,0
60,Marco Belinelli\belinma01,SG,31,ATL,52,1,1210,8.0,19.6,0.41,3.7,10.0,0.3720000000000001,4.3,9.6,0.45,4.1,4.4,0.927,0.6,3.5,4.0,4.2,1.9,0.1,2.2,1.7,23.9,109.0,113,14.2,0.628,0.53,0.194,0.9,6.3,3.7,9.3,1.3,1.0,11.7,19.8,1.1,0.7,1.8,0.119,1.1,-1.8,-0.8,0.2,0,1.6197125975241942,-1.1228345224705423,0
61,Marco Belinelli\belinma01,SG,31,PHI,28,1,737,9.0,18.2,0.495,3.7,9.7,0.385,5.3,8.5,0.618,3.1,3.5,0.87,0.4,2.9,3.3,2.9,1.3,0.6,2.6,3.3,24.8,114.0,109,14.1,0.581,0.517,0.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,0.092,0.8,-2.1,-1.3,0.3,0,0.9675283360980534,-0.8087967082080437,0
62,Marco Belinelli\belinma01,SG,31,PHI,28,1,737,9.0,18.2,0.495,3.7,9.7,0.385,5.3,8.5,0.618,3.1,3.5,0.87,0.4,2.9,3.3,2.9,1.3,0.6,2.6,3.3,24.8,114.0,109,14.1,0.5539999999999999,0.509,0.225,1.3,7.9,4.6,13.5,1.9,0.2,9.2,21.2,1.3,0.6,1.9,0.075,0.6,-2.3,-1.7,0.1,0,1.133729735576916,-1.1186798143573098,0
63,Marco Belinelli\belinma01,SG,31,PHI,28,1,737,9.0,18.2,0.495,3.7,9.7,0.385,5.3,8.5,0.618,3.1,3.5,0.87,0.4,2.9,3.3,2.9,1.3,0.6,2.6,3.3,24.8,114.0,109,14.2,0.628,0.53,0.194,0.9,6.3,3.7,9.3,1.3,1.0,11.7,19.8,1.1,0.7,1.8,0.119,1.1,-1.8,-0.8,0.2,0,1.2388916081425294,-1.19557480178665,0
64,Jordan Bell\belljo01,C,23,GSW,57,13,809,6.9,11.0,0.627,0.0,0.2,0.0,6.9,10.8,0.6409999999999999,1.8,2.6,0.682,3.6,8.8,12.3,6.1,2.1,3.3,3.0,5.5,15.6,121.0,103,18.0,0.6409999999999999,0.022,0.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,3.7,3.7,1.2,0,-2.6530054591142407,2.435508927466608,1
65,DeAndre' Bembry\bembrde01,SF,23,ATL,26,3,455,5.7,13.7,0.414,1.2,3.2,0.3670000000000001,4.5,10.5,0.429,2.0,3.5,0.5760000000000001,0.9,6.9,7.7,5.3,2.3,1.3,5.0,4.1,14.6,83.0,109,7.6,0.477,0.234,0.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.9,1.5,-4.4,-0.3,0,1.0565438971572247,0.3932094708379427,4
66,Dragan Bender\bendedr01,PF,20,PHO,82,37,2069,4.3,11.2,0.386,2.7,7.5,0.366,1.6,3.7,0.426,0.9,1.2,0.765,0.9,7.4,8.4,3.0,0.5,1.2,2.6,3.8,12.3,95.0,114,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.7,0.0,-2.7,-0.4,0,0.4653703689299862,-1.9841017450494542,5
67,Davis Bertans\bertada01,PF,25,SAS,77,10,1086,7.5,17.0,0.44,4.4,11.7,0.373,3.1,5.3,0.588,1.9,2.3,0.816,0.8,6.3,7.1,3.4,1.2,1.3,1.7,4.3,21.2,115.0,106,14.1,0.588,0.6890000000000001,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.2,-0.3,1.0,0.8,0,-0.2026975809991431,-0.8796709732157469,3
68,Patrick Beverley\beverpa01,SG,29,LAC,11,11,334,7.0,17.3,0.403,3.5,8.7,0.4,3.5,8.6,0.407,2.0,2.5,0.8240000000000001,2.3,4.2,6.6,4.7,2.8,0.7,3.6,4.9,19.5,102.0,110,12.4,0.53,0.504,0.14300000000000002,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,0.056,0.4,0.2,0.6,0.2,0,0.9724185454995639,-0.1531317811608684,0
69,Khem Birch\birchkh01,C,25,ORL,42,0,578,5.8,10.7,0.54,0.0,0.0,0.0,5.8,10.7,0.54,3.6,5.2,0.6890000000000001,5.9,9.3,15.2,2.9,1.3,1.8,1.8,4.7,15.1,123.0,108,16.4,0.5820000000000001,0.0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-1.1,1.4,0.3,0.3,0,-3.318171774629895,0.7885271540474652,1
70,Jabari Bird\birdja01,SG,23,BOS,13,1,115,6.5,11.3,0.5770000000000001,1.3,3.0,0.429,5.2,8.3,0.632,2.6,5.6,0.462,2.6,5.6,8.3,3.5,1.3,0.4,3.5,3.0,16.9,107.0,106,12.1,0.615,0.269,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.3,0.1,-2.1,0.0,0,-0.341908081875276,-0.5506505110329383,3
71,Bismack Biyombo\biyombi01,C,25,ORL,82,25,1495,6.0,11.5,0.52,0.0,0.0,0.0,6.0,11.5,0.521,3.3,5.1,0.65,4.7,10.6,15.3,2.2,0.7,3.1,2.8,5.2,15.3,108.0,107,14.1,0.556,0.003,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-3.7,2.1,-1.6,0.2,0,-3.6904783165558888,0.9163679780891671,1
72,Nemanja Bjelica\bjeline01,PF,29,MIN,67,21,1371,6.2,13.5,0.461,2.8,6.7,0.415,3.5,6.9,0.505,1.3,1.6,0.8,1.9,8.1,10.0,3.1,1.8,0.6,1.9,5.1,16.6,114.0,110,12.6,0.581,0.493,0.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,1.7,1.1,2.8,0.097,0.6,-0.1,0.5,0.9,0,-0.714687930622677,-0.6268518713591159,3
73,Tarik Black\blackta01,C,26,HOU,51,2,536,6.9,11.7,0.591,0.1,1.0,0.091,6.8,10.6,0.638,2.7,5.8,0.46,5.8,9.2,15.0,1.2,1.9,2.8,3.2,9.8,16.5,110.0,102,14.3,0.5820000000000001,0.087,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1.0,1.5,0.136,-3.0,2.1,-1.0,0.1,0,-3.4467263025600188,1.3058852166829091,1
74,Antonio Blakeney\blakean01,SG,21,CHI,19,0,314,8.2,22.2,0.371,2.3,8.1,0.28800000000000003,5.9,14.1,0.418,4.7,6.1,0.769,0.6,4.5,5.1,3.1,1.1,0.2,1.7,3.0,23.5,96.0,114,10.1,0.471,0.364,0.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0.0,-0.006,-3.2,-3.6,-6.8,-0.4,0,1.352995394257512,-1.058921062429837,0
75,Eric Bledsoe\bledser01,PG,28,TOT,74,74,2322,10.0,21.2,0.473,2.7,7.7,0.34700000000000003,7.4,13.5,0.545,5.4,6.8,0.795,1.1,5.0,6.1,7.9,3.2,0.9,4.6,4.0,28.2,109.0,108,19.7,0.5820000000000001,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.4,-0.3,2.1,2.4,0,1.2022669509719637,1.305416079451923,4
76,Eric Bledsoe\bledser01,PG,28,TOT,74,74,2322,10.0,21.2,0.473,2.7,7.7,0.34700000000000003,7.4,13.5,0.545,5.4,6.8,0.795,1.1,5.0,6.1,7.9,3.2,0.9,4.6,4.0,28.2,109.0,108,13.0,0.509,0.325,0.35,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0.0,0.0,-0.028,-2.5,-2.4,-4.9,-0.1,0,1.9057044052978211,0.9816583463002992,2
77,Eric Bledsoe\bledser01,PG,28,TOT,74,74,2322,10.0,21.2,0.473,2.7,7.7,0.34700000000000003,7.4,13.5,0.545,5.4,6.8,0.795,1.1,5.0,6.1,7.9,3.2,0.9,4.6,4.0,28.2,109.0,108,20.0,0.585,0.366,0.319,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,3.2,2.4,5.7,0.121,2.6,-0.2,2.4,2.5,0,1.200013319925279,1.262208480603134,4
78,Eric Bledsoe\bledser01,PG,28,PHO,3,3,83,9.2,23.1,0.4,2.3,7.5,0.308,6.9,15.6,0.444,6.3,8.1,0.7859999999999999,1.7,2.3,4.0,5.2,2.3,1.2,5.8,3.5,27.1,94.0,113,19.7,0.5820000000000001,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.4,-0.3,2.1,2.4,0,1.210435559955884,0.8456015222311324,4
79,Eric Bledsoe\bledser01,PG,28,PHO,3,3,83,9.2,23.1,0.4,2.3,7.5,0.308,6.9,15.6,0.444,6.3,8.1,0.7859999999999999,1.7,2.3,4.0,5.2,2.3,1.2,5.8,3.5,27.1,94.0,113,13.0,0.509,0.325,0.35,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0.0,0.0,-0.028,-2.5,-2.4,-4.9,-0.1,0,1.9138730142817415,0.5218437890795097,2
80,Eric Bledsoe\bledser01,PG,28,PHO,3,3,83,9.2,23.1,0.4,2.3,7.5,0.308,6.9,15.6,0.444,6.3,8.1,0.7859999999999999,1.7,2.3,4.0,5.2,2.3,1.2,5.8,3.5,27.1,94.0,113,20.0,0.585,0.366,0.319,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,3.2,2.4,5.7,0.121,2.6,-0.2,2.4,2.5,0,1.208181928909199,0.8023939233823444,4
81,Eric Bledsoe\bledser01,PG,28,MIL,71,71,2239,10.1,21.1,0.476,2.7,7.7,0.349,7.4,13.4,0.55,5.4,6.7,0.795,1.1,5.1,6.2,8.0,3.2,0.9,4.6,4.0,28.2,109.0,108,19.7,0.5820000000000001,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.4,-0.3,2.1,2.4,0,1.3574160503860118,1.2897073693340761,4
82,Eric Bledsoe\bledser01,PG,28,MIL,71,71,2239,10.1,21.1,0.476,2.7,7.7,0.349,7.4,13.4,0.55,5.4,6.7,0.795,1.1,5.1,6.2,8.0,3.2,0.9,4.6,4.0,28.2,109.0,108,13.0,0.509,0.325,0.35,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0.0,0.0,-0.028,-2.5,-2.4,-4.9,-0.1,0,2.060853504711868,0.9659496361824528,2
83,Eric Bledsoe\bledser01,PG,28,MIL,71,71,2239,10.1,21.1,0.476,2.7,7.7,0.349,7.4,13.4,0.55,5.4,6.7,0.795,1.1,5.1,6.2,8.0,3.2,0.9,4.6,4.0,28.2,109.0,108,20.0,0.585,0.366,0.319,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,3.2,2.4,5.7,0.121,2.6,-0.2,2.4,2.5,0,1.3551624193393272,1.2464997704852865,4
84,Vander Blue\blueva01,SG,25,LAL,5,0,45,1.1,5.3,0.2,0.0,2.1,0.0,1.1,3.2,0.333,1.1,2.1,0.5,0.0,1.1,1.1,3.2,1.1,0.0,3.2,2.1,3.2,52.0,114,-1.8,0.255,0.4,0.4,0.0,2.3,1.2,8.2,1.1,0.0,33.8,8.4,-0.1,0.0,-0.1,-0.103,-8.7,-1.3,-10.0,-0.1,0,2.299346394569087,-0.5969211103516489,0
85,Bogdan Bogdanovic\bogdabo01,SG,25,SAC,78,53,2175,8.0,18.0,0.446,3.0,7.7,0.392,5.0,10.3,0.485,2.3,2.8,0.84,0.7,4.5,5.2,6.0,1.7,0.4,2.9,4.0,21.3,107.0,113,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,0.5,-1.5,-1.0,0.6,0,1.4081633429968619,0.1567266092718185,4
86,Bojan Bogdanovic\bogdabo02,SF,28,IND,80,80,2464,8.2,17.3,0.474,3.1,7.8,0.402,5.1,9.5,0.534,3.6,4.2,0.868,0.6,4.9,5.5,2.4,1.1,0.2,2.2,2.6,23.1,114.0,112,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,1.1,-1.9,-0.7,0.8,0,0.06973109154812458,-1.1155667765848485,3
87,Andrew Bogut\bogutan01,C,33,LAL,24,5,216,3.8,5.5,0.68,0.0,0.0,0.0,3.8,5.5,0.68,0.4,0.4,1.0,5.8,11.5,17.3,3.3,0.9,2.9,4.2,8.9,8.0,106.0,104,10.9,0.696,0.0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-3.6,3.6,0.0,0.1,0,-3.6115764592222814,3.107083496195331,1
88,Joel Bolomboy\bolomjo01,PF,24,MIL,6,0,38,3.9,7.9,0.5,0.0,1.3,0.0,3.9,6.6,0.6,3.9,7.9,0.5,7.9,5.2,13.1,0.0,2.6,0.0,2.6,3.9,11.8,109.0,111,11.7,0.521,0.16699999999999998,1.0,18.6,12.3,15.4,0.0,2.6,0.0,18.8,12.6,0.0,0.0,0.1,0.079,-3.1,-4.6,-7.7,-0.1,0,-0.9823278974980724,-0.41746647077151894,3
89,Devin Booker\bookede01,SG,21,PHO,54,54,1865,11.7,27.1,0.4320000000000001,3.8,9.9,0.383,7.9,17.2,0.46,7.4,8.4,0.878,0.7,5.6,6.3,6.5,1.2,0.4,5.0,4.3,34.5,105.0,115,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.4,0.4,1.2,0,1.593352480892582,0.4263726524981605,2
90,Trevor Booker\booketr01,PF,30,TOT,68,7,1158,7.4,14.4,0.516,0.3,1.4,0.242,7.1,13.0,0.545,2.8,3.9,0.71,4.9,8.4,13.4,3.4,1.2,0.9,2.5,5.0,18.0,114.0,108,14.9,0.557,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-1.0,0.5,-0.5,0.4,0,-2.0409752786517443,0.9405183187244206,6
91,Trevor Booker\booketr01,PF,30,TOT,68,7,1158,7.4,14.4,0.516,0.3,1.4,0.242,7.1,13.0,0.545,2.8,3.9,0.71,4.9,8.4,13.4,3.4,1.2,0.9,2.5,5.0,18.0,114.0,108,15.4,0.536,0.08,0.287,10.1,22.0,16.0,16.2,1.0,0.9,15.1,21.8,0.3,0.3,0.6,0.07200000000000001,-1.6,0.2,-1.5,0.1,0,-1.8744238919436467,0.9800235772020902,6
92,Trevor Booker\booketr01,PF,30,TOT,68,7,1158,7.4,14.4,0.516,0.3,1.4,0.242,7.1,13.0,0.545,2.8,3.9,0.71,4.9,8.4,13.4,3.4,1.2,0.9,2.5,5.0,18.0,114.0,108,14.5,0.618,0.064,0.358,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,1.0,0.7,1.7,0.163,-0.7,1.4,0.7,0.3,0,-1.9036013667717233,0.610509584381192,6
93,Trevor Booker\booketr01,PF,30,TOT,68,7,1158,7.4,14.4,0.516,0.3,1.4,0.242,7.1,13.0,0.545,2.8,3.9,0.71,4.9,8.4,13.4,3.4,1.2,0.9,2.5,5.0,18.0,114.0,108,14.7,0.512,0.16699999999999998,0.131,13.5,18.8,16.2,9.0,0.7,1.6,9.2,16.2,0.4,0.2,0.7,0.118,-0.7,-0.6,-1.3,0.0,0,-1.9889747853806967,0.24688694131280853,6
94,Trevor Booker\booketr01,PF,30,BRK,18,6,395,9.5,18.4,0.513,0.4,1.5,0.25,9.1,17.0,0.536,2.9,5.3,0.5579999999999999,4.7,10.0,14.6,4.7,1.0,0.6,3.7,5.3,22.2,105.0,110,14.9,0.557,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-1.0,0.5,-0.5,0.4,0,-1.7431124127300857,0.8648222477777037,6
95,Trevor Booker\booketr01,PF,30,BRK,18,6,395,9.5,18.4,0.513,0.4,1.5,0.25,9.1,17.0,0.536,2.9,5.3,0.5579999999999999,4.7,10.0,14.6,4.7,1.0,0.6,3.7,5.3,22.2,105.0,110,15.4,0.536,0.08,0.287,10.1,22.0,16.0,16.2,1.0,0.9,15.1,21.8,0.3,0.3,0.6,0.07200000000000001,-1.6,0.2,-1.5,0.1,0,-1.5765610260219873,0.9043275062553743,6
96,Trevor Booker\booketr01,PF,30,BRK,18,6,395,9.5,18.4,0.513,0.4,1.5,0.25,9.1,17.0,0.536,2.9,5.3,0.5579999999999999,4.7,10.0,14.6,4.7,1.0,0.6,3.7,5.3,22.2,105.0,110,14.5,0.618,0.064,0.358,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,1.0,0.7,1.7,0.163,-0.7,1.4,0.7,0.3,0,-1.6057385008500633,0.5348135134344773,6
97,Trevor Booker\booketr01,PF,30,BRK,18,6,395,9.5,18.4,0.513,0.4,1.5,0.25,9.1,17.0,0.536,2.9,5.3,0.5579999999999999,4.7,10.0,14.6,4.7,1.0,0.6,3.7,5.3,22.2,105.0,110,14.7,0.512,0.16699999999999998,0.131,13.5,18.8,16.2,9.0,0.7,1.6,9.2,16.2,0.4,0.2,0.7,0.118,-0.7,-0.6,-1.3,0.0,0,-1.6911119194590387,0.17119087036609254,6
98,Trevor Booker\booketr01,PF,30,PHI,33,0,494,5.9,10.6,0.56,0.2,0.7,0.28600000000000003,5.7,9.9,0.578,3.1,3.8,0.821,4.6,7.3,11.9,2.6,1.6,1.1,1.9,4.9,15.2,125.0,105,14.9,0.557,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-1.0,0.5,-0.5,0.4,0,-1.9953881122467516,0.7286947220156569,6
99,Trevor Booker\booketr01,PF,30,PHI,33,0,494,5.9,10.6,0.56,0.2,0.7,0.28600000000000003,5.7,9.9,0.578,3.1,3.8,0.821,4.6,7.3,11.9,2.6,1.6,1.1,1.9,4.9,15.2,125.0,105,15.4,0.536,0.08,0.287,10.1,22.0,16.0,16.2,1.0,0.9,15.1,21.8,0.3,0.3,0.6,0.07200000000000001,-1.6,0.2,-1.5,0.1,0,-1.8288367255386548,0.7681999804933255,6
100,Trevor Booker\booketr01,PF,30,PHI,33,0,494,5.9,10.6,0.56,0.2,0.7,0.28600000000000003,5.7,9.9,0.578,3.1,3.8,0.821,4.6,7.3,11.9,2.6,1.6,1.1,1.9,4.9,15.2,125.0,105,14.5,0.618,0.064,0.358,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,1.0,0.7,1.7,0.163,-0.7,1.4,0.7,0.3,0,-1.8580142003667306,0.39868598767242863,6
101,Trevor Booker\booketr01,PF,30,PHI,33,0,494,5.9,10.6,0.56,0.2,0.7,0.28600000000000003,5.7,9.9,0.578,3.1,3.8,0.821,4.6,7.3,11.9,2.6,1.6,1.1,1.9,4.9,15.2,125.0,105,14.7,0.512,0.16699999999999998,0.131,13.5,18.8,16.2,9.0,0.7,1.6,9.2,16.2,0.4,0.2,0.7,0.118,-0.7,-0.6,-1.3,0.0,0,-1.9433876189757047,0.03506334460404472,6
102,Trevor Booker\booketr01,PF,30,IND,17,1,269,7.2,15.6,0.464,0.6,2.6,0.214,6.7,13.0,0.514,1.9,2.0,0.909,5.9,8.4,14.3,3.2,0.7,0.9,1.7,4.8,16.9,115.0,110,14.9,0.557,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-1.0,0.5,-0.5,0.4,0,-1.7247076880202168,1.039583623909301,6
103,Trevor Booker\booketr01,PF,30,IND,17,1,269,7.2,15.6,0.464,0.6,2.6,0.214,6.7,13.0,0.514,1.9,2.0,0.909,5.9,8.4,14.3,3.2,0.7,0.9,1.7,4.8,16.9,115.0,110,15.4,0.536,0.08,0.287,10.1,22.0,16.0,16.2,1.0,0.9,15.1,21.8,0.3,0.3,0.6,0.07200000000000001,-1.6,0.2,-1.5,0.1,0,-1.5581563013121198,1.0790888823869689,6
104,Trevor Booker\booketr01,PF,30,IND,17,1,269,7.2,15.6,0.464,0.6,2.6,0.214,6.7,13.0,0.514,1.9,2.0,0.909,5.9,8.4,14.3,3.2,0.7,0.9,1.7,4.8,16.9,115.0,110,14.5,0.618,0.064,0.358,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,1.0,0.7,1.7,0.163,-0.7,1.4,0.7,0.3,0,-1.5873337761401962,0.7095748895660708,6
105,Trevor Booker\booketr01,PF,30,IND,17,1,269,7.2,15.6,0.464,0.6,2.6,0.214,6.7,13.0,0.514,1.9,2.0,0.909,5.9,8.4,14.3,3.2,0.7,0.9,1.7,4.8,16.9,115.0,110,14.7,0.512,0.16699999999999998,0.131,13.5,18.8,16.2,9.0,0.7,1.6,9.2,16.2,0.4,0.2,0.7,0.118,-0.7,-0.6,-1.3,0.0,0,-1.6727071947491698,0.34595224649768774,6
106,Chris Boucher\bouchch01,PF,25,GSW,1,0,1,0.0,48.2,0.0,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,-28.5,0.0,1.0,0.0,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,-0.899,-38.9,-20.1,-59.0,0.0,0,-2.4282171030979818,-0.8613098183405588,6
107,Avery Bradley\bradlav01,SG,27,TOT,46,46,1433,9.0,21.7,0.414,2.6,7.0,0.369,6.4,14.6,0.436,2.2,2.8,0.768,0.8,3.3,4.0,3.3,1.8,0.3,3.5,3.2,22.8,92.0,110,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-2.8,-1.4,-4.2,-0.8,0,1.944627227621858,-1.1019120320696763,0
108,Avery Bradley\bradlav01,SG,27,TOT,46,46,1433,9.0,21.7,0.414,2.6,7.0,0.369,6.4,14.6,0.436,2.2,2.8,0.768,0.8,3.3,4.0,3.3,1.8,0.3,3.5,3.2,22.8,92.0,110,9.7,0.4970000000000001,0.34,0.14,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,-1.4,1.1,-0.2,-0.009000000000000001,-2.7,-1.5,-4.2,-0.7,0,2.0315749586221825,-1.1264527285079904,0
109,Avery Bradley\bradlav01,SG,27,TOT,46,46,1433,9.0,21.7,0.414,2.6,7.0,0.369,6.4,14.6,0.436,2.2,2.8,0.768,0.8,3.3,4.0,3.3,1.8,0.3,3.5,3.2,22.8,92.0,110,9.0,0.4920000000000001,0.16399999999999998,0.036000000000000004,2.0,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0.0,0.009000000000000001,-3.4,-0.8,-4.2,-0.1,0,1.0913302227532895,-1.1588570869333974,0
110,Avery Bradley\bradlav01,SG,27,DET,40,40,1268,9.2,22.4,0.409,2.9,7.6,0.381,6.3,14.8,0.423,2.4,3.1,0.763,0.7,3.0,3.7,3.3,1.8,0.3,3.7,3.1,23.6,92.0,110,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-2.8,-1.4,-4.2,-0.8,0,1.9956598364411655,-1.2017707611889294,0
111,Avery Bradley\bradlav01,SG,27,DET,40,40,1268,9.2,22.4,0.409,2.9,7.6,0.381,6.3,14.8,0.423,2.4,3.1,0.763,0.7,3.0,3.7,3.3,1.8,0.3,3.7,3.1,23.6,92.0,110,9.7,0.4970000000000001,0.34,0.14,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,-1.4,1.1,-0.2,-0.009000000000000001,-2.7,-1.5,-4.2,-0.7,0,2.08260756744149,-1.2263114576272436,0
112,Avery Bradley\bradlav01,SG,27,DET,40,40,1268,9.2,22.4,0.409,2.9,7.6,0.381,6.3,14.8,0.423,2.4,3.1,0.763,0.7,3.0,3.7,3.3,1.8,0.3,3.7,3.1,23.6,92.0,110,9.0,0.4920000000000001,0.16399999999999998,0.036000000000000004,2.0,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0.0,0.009000000000000001,-3.4,-0.8,-4.2,-0.1,0,1.142362831572597,-1.2587158160526501,0
113,Avery Bradley\bradlav01,SG,27,LAC,6,6,165,7.7,16.2,0.473,0.3,2.7,0.111,7.4,13.6,0.5429999999999999,0.6,0.6,1.0,0.9,5.6,6.5,3.2,1.5,0.3,2.4,3.5,16.2,96.0,112,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-2.8,-1.4,-4.2,-0.8,0,1.3427868809673669,-0.4078543174905462,0
114,Avery Bradley\bradlav01,SG,27,LAC,6,6,165,7.7,16.2,0.473,0.3,2.7,0.111,7.4,13.6,0.5429999999999999,0.6,0.6,1.0,0.9,5.6,6.5,3.2,1.5,0.3,2.4,3.5,16.2,96.0,112,9.7,0.4970000000000001,0.34,0.14,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,-1.4,1.1,-0.2,-0.009000000000000001,-2.7,-1.5,-4.2,-0.7,0,1.4297346119676921,-0.4323950139288604,0
115,Avery Bradley\bradlav01,SG,27,LAC,6,6,165,7.7,16.2,0.473,0.3,2.7,0.111,7.4,13.6,0.5429999999999999,0.6,0.6,1.0,0.9,5.6,6.5,3.2,1.5,0.3,2.4,3.5,16.2,96.0,112,9.0,0.4920000000000001,0.16399999999999998,0.036000000000000004,2.0,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0.0,0.009000000000000001,-3.4,-0.8,-4.2,-0.1,0,0.48948987609879885,-0.46479937235426694,0
116,Tony Bradley\bradlto01,C,20,UTA,9,0,29,5.2,19.0,0.273,0.0,1.7,0.0,5.2,17.3,0.3,3.5,3.5,1.0,6.9,12.1,19.0,1.7,0.0,0.0,0.0,1.7,13.8,95.0,107,9.5,0.337,0.091,0.182,15.8,27.1,21.5,5.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.033,-6.6,-3.0,-9.6,-0.1,0,-2.0133685045604803,-0.6538733550364172,6
117,Corey Brewer\breweco01,SF-SG,31,TOT,72,18,1208,5.7,12.7,0.449,1.2,4.4,0.282,4.5,8.3,0.539,2.6,3.6,0.722,1.7,4.5,6.2,2.6,3.2,0.6,2.0,5.6,15.3,107.0,106,11.2,0.534,0.348,0.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,0.7,1.6,2.3,0.091,-1.6,1.0,-0.6,0.4,0,-0.044429092901015974,-0.2526468303292716,3
