,Player_x,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Player_year,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All-Star_caliber
256,Khris Middleton\middlkh01,SG,24,MIL,79,79,2852,9.1,20.4,0.444,2.6,6.4,0.396,6.5,13.9,0.466,4.9,5.6,0.888,0.8,4.6,5.4,5.9,2.3,0.3,3.2,3.6,25.6,109.0,110,Khris Middleton\middlkh01/2016,2016,16.8,0.56,0.316,0.273,1.8,10.2,6.0,18.9,2.3,0.6,12.3,23.0,4.3,1.8,6.1,0.10300000000000001,2.2,-1.6,0.6,1.9,0
257,C.J. Miles\milescj01,SF,28,IND,64,24,1464,8.8,21.5,0.409,4.8,13.1,0.36700000000000005,4.0,8.4,0.474,3.2,4.2,0.75,0.8,5.1,5.9,2.1,1.8,1.0,2.4,4.8,25.5,104.0,104,C.J. Miles\milescj01/2016,2016,14.0,0.547,0.61,0.196,1.9,11.1,6.5,7.0,1.8,1.6,9.2,22.8,1.2,1.9,3.1,0.10300000000000001,1.0,-1.2,-0.2,0.7,0
258,Andre Miller\millean02,PG,39,TOT,39,4,461,6.5,11.7,0.557,0.2,0.9,0.25,6.3,10.8,0.5820000000000001,2.6,3.5,0.75,1.3,4.3,5.6,9.6,1.8,0.0,4.1,5.1,15.8,110.0,108,Andre Miller\millean02/2016,2016,13.4,0.6,0.075,0.302,3.1,9.5,6.4,28.3,1.8,0.0,23.6,15.4,0.6,0.4,1.0,0.1,-1.1,-1.8,-2.9,-0.1,0
259,Mike Miller\millemi01,SF,35,DEN,47,2,373,3.0,8.3,0.355,2.6,7.0,0.365,0.4,1.3,0.3,0.0,0.0,0.0,0.8,6.3,7.1,5.4,1.7,0.5,2.3,7.1,8.5,100.0,109,Mike Miller\millemi01/2016,2016,6.5,0.508,0.8390000000000001,0.0,1.8,14.2,7.9,14.9,1.7,0.9,21.5,9.3,0.1,0.3,0.3,0.04,-2.5,-0.3,-2.7,-0.1,0
260,Patty Mills\millspa02,PG,27,SAS,81,3,1662,8.0,18.9,0.425,3.8,9.9,0.384,4.2,9.0,0.469,1.4,1.8,0.81,0.8,4.0,4.9,7.0,1.8,0.2,2.3,3.1,21.3,109.0,102,Patty Mills\millspa02/2016,2016,14.6,0.541,0.523,0.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,2.2,2.6,4.8,0.139,2.1,-0.4,1.7,1.6,0
261,Elijah Millsap\millsel01,SG,28,UTA,20,0,173,3.4,11.9,0.282,0.3,3.7,0.083,3.0,8.2,0.37,4.0,5.5,0.722,1.8,8.8,10.7,5.8,2.1,0.9,2.7,10.1,11.0,89.0,102,Elijah Millsap\millsel01/2016,2016,6.5,0.384,0.308,0.462,4.1,19.5,11.8,16.2,2.1,1.5,16.1,14.9,-0.2,0.3,0.1,0.033,-4.6,1.8,-2.8,0.0,0
262,Paul Millsap\millspa01,PF,30,ATL,81,81,2647,9.4,19.9,0.47,1.4,4.3,0.319,8.0,15.6,0.512,5.8,7.6,0.757,3.7,10.0,13.7,4.9,2.7,2.6,3.6,4.4,25.9,108.0,96,Paul Millsap\millspa01/2016,2016,21.3,0.556,0.218,0.38299999999999995,8.4,21.5,15.1,16.4,2.7,4.1,13.3,24.3,4.1,6.0,10.1,0.183,1.1,4.2,5.3,4.9,1
263,Nazr Mohammed\mohamna01,C,38,OKC,5,0,19,7.8,13.1,0.6,0.0,0.0,0.0,7.8,13.1,0.6,5.2,5.2,1.0,2.6,7.8,10.5,0.0,0.0,0.0,7.8,10.5,20.9,91.0,110,Nazr Mohammed\mohamna01/2016,2016,6.0,0.68,0.0,0.4,6.1,16.3,11.5,0.0,0.0,0.0,33.8,19.9,0.0,0.0,0.0,-0.009000000000000001,-7.4,-5.9,-13.2,-0.1,0
264,Luis Montero\montelu01,SG,22,POR,12,0,42,6.0,22.6,0.263,1.2,10.7,0.111,4.8,11.9,0.4,3.6,4.8,0.75,0.0,4.8,4.8,1.2,0.0,0.0,4.8,1.2,16.7,63.0,114,Luis Montero\montelu01/2016,2016,-2.7,0.337,0.474,0.21100000000000002,0.0,10.3,5.2,3.5,0.0,0.0,16.2,25.7,-0.2,0.0,-0.2,-0.23800000000000002,-11.0,-5.9,-16.9,-0.2,0
265,E'Twaun Moore\mooreet01,SG,26,CHI,59,22,1263,7.4,15.4,0.48100000000000004,1.9,4.1,0.452,5.6,11.3,0.491,0.9,1.4,0.629,0.8,4.5,5.3,3.9,1.5,0.7,2.1,4.1,17.6,105.0,109,E'Twaun Moore\mooreet01/2016,2016,11.4,0.5479999999999999,0.267,0.09,1.6,9.3,5.5,12.1,1.5,1.0,11.6,15.9,0.9,1.0,1.8,0.07,-1.1,-0.7,-1.8,0.1,0
266,Eric Moreland\moreler01,PF,24,SAC,8,0,48,3.0,6.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,2.0,4.0,0.5,3.0,8.0,11.0,1.0,0.0,4.0,3.0,4.0,8.0,89.0,108,Eric Moreland\moreler01/2016,2016,7.4,0.515,0.0,0.667,6.8,17.9,12.4,2.7,0.0,6.7,27.9,9.5,0.0,0.0,0.0,0.012,-6.5,1.9,-4.5,0.0,0
267,Marcus Morris\morrima03,SF,26,DET,80,80,2856,7.2,16.7,0.434,1.9,5.3,0.36200000000000004,5.3,11.4,0.467,3.6,4.8,0.7490000000000001,1.6,5.5,7.1,3.6,1.2,0.4,2.5,3.0,20.0,107.0,108,Marcus Morris\morrima03/2016,2016,12.7,0.531,0.315,0.287,3.3,12.4,7.7,11.0,1.2,0.6,11.6,18.4,2.9,2.5,5.4,0.091,0.2,0.5,0.7,2.0,0
268,Markieff Morris\morrima02,PF,26,TOT,64,45,1629,9.1,21.5,0.425,1.4,4.6,0.303,7.7,16.8,0.45799999999999996,3.2,4.4,0.735,2.2,8.3,10.5,3.7,1.7,1.0,4.0,5.5,22.9,93.0,106,Markieff Morris\morrima02/2016,2016,12.2,0.489,0.21600000000000003,0.205,4.8,19.3,11.9,12.7,1.7,1.7,14.7,24.2,-1.2,1.7,0.5,0.015,-2.9,0.1,-2.8,-0.3,0
269,Donatas Motiejunas\motiedo01,PF,25,HOU,37,22,547,8.1,18.4,0.439,1.4,5.1,0.281,6.7,13.3,0.5,3.1,4.8,0.642,3.3,6.5,9.8,3.7,1.5,0.4,4.0,6.2,20.7,98.0,110,Donatas Motiejunas\motiedo01/2016,2016,11.3,0.504,0.278,0.259,7.4,14.6,11.0,12.2,1.5,0.8,16.2,21.4,0.0,0.3,0.3,0.026000000000000002,-2.5,-1.9,-4.3,-0.3,0
270,Timofey Mozgov\mozgoti01,C,29,CLE,76,48,1326,7.9,13.9,0.565,0.0,0.3,0.14300000000000002,7.8,13.7,0.574,2.6,3.7,0.716,4.3,8.8,13.1,1.3,0.9,2.2,2.8,6.2,18.4,112.0,103,Timofey Mozgov\mozgoti01/2016,2016,14.6,0.593,0.019,0.265,9.5,19.2,14.4,3.9,0.9,3.5,15.0,16.1,1.8,1.9,3.7,0.133,-2.2,1.0,-1.2,0.3,0
271,Xavier Munford\munfoxa02,SG,23,MEM,14,0,244,6.7,16.2,0.41600000000000004,1.9,4.9,0.391,4.9,11.4,0.426,1.5,3.0,0.5,0.6,5.9,6.5,4.6,2.7,0.6,3.2,5.3,16.9,92.0,107,Xavier Munford\munfoxa02/2016,2016,9.9,0.48100000000000004,0.299,0.182,1.3,13.7,7.2,14.3,2.7,1.1,15.3,18.0,-0.2,0.2,0.1,0.017,-2.9,-0.1,-3.1,-0.1,0
272,Mike Muscala\muscami01,C,24,ATL,60,0,565,6.6,13.3,0.5,1.0,3.4,0.308,5.6,9.9,0.5660000000000001,2.7,3.4,0.795,3.3,6.9,10.2,3.0,1.1,2.4,2.4,6.3,17.1,111.0,102,Mike Muscala\muscami01/2016,2016,13.6,0.5760000000000001,0.257,0.257,7.5,14.9,11.3,9.1,1.1,3.8,13.8,15.5,0.7,0.9,1.6,0.136,-2.0,1.5,-0.5,0.2,0
273,Shabazz Napier\napiesh01,PG,24,ORL,55,0,600,5.7,16.8,0.33799999999999997,2.8,8.7,0.327,2.8,8.1,0.35100000000000003,2.8,3.8,0.733,0.8,3.8,4.6,8.1,1.9,0.1,3.8,3.2,16.9,93.0,109,Shabazz Napier\napiesh01/2016,2016,9.6,0.46,0.517,0.22399999999999998,1.6,8.6,5.1,23.1,1.9,0.1,17.2,19.7,-0.3,0.4,0.1,0.004,-2.3,-2.6,-4.9,-0.4,0
274,Gary Neal\nealga01,SG,31,WAS,40,2,807,9.1,19.6,0.465,2.5,6.0,0.41,6.6,13.6,0.489,2.8,3.3,0.855,0.7,4.3,5.0,2.8,1.2,0.1,1.8,3.3,23.6,107.0,109,Gary Neal\nealga01/2016,2016,13.5,0.5579999999999999,0.308,0.16899999999999998,1.5,10.2,5.8,9.2,1.2,0.1,7.7,20.5,0.9,0.5,1.4,0.085,-0.5,-2.3,-2.8,-0.2,0
275,Raul Neto\netora01,PG,23,UTA,81,53,1499,6.3,14.7,0.431,2.3,5.7,0.395,4.1,9.0,0.45299999999999996,1.8,2.5,0.743,0.6,3.6,4.2,6.1,2.2,0.1,3.8,4.3,16.8,99.0,106,Raul Neto\netora01/2016,2016,10.2,0.53,0.38799999999999996,0.16699999999999998,1.3,8.0,4.7,18.7,2.2,0.1,19.5,17.2,0.2,1.6,1.8,0.057999999999999996,-1.6,-0.7,-2.3,-0.1,0
276,Joakim Noah\noahjo01,C,30,CHI,29,2,635,4.0,10.5,0.38299999999999995,0.0,0.1,0.0,4.0,10.4,0.386,1.7,3.6,0.489,6.9,13.3,20.1,8.7,1.4,2.3,4.1,6.1,9.8,98.0,101,Joakim Noah\noahjo01/2016,2016,14.1,0.406,0.008,0.33799999999999997,14.7,27.3,21.1,24.2,1.4,3.3,25.4,14.2,0.0,1.1,1.1,0.079,-2.3,4.3,1.9,0.6,0
277,Lucas Nogueira\noguelu01,C,23,TOR,29,1,225,6.4,10.1,0.636,0.2,0.7,0.33299999999999996,6.2,9.4,0.659,1.8,3.4,0.5329999999999999,4.1,6.4,10.6,1.6,2.8,2.8,2.5,6.7,14.9,117.0,101,Lucas Nogueira\noguelu01/2016,2016,15.6,0.642,0.068,0.341,9.3,14.0,11.7,4.9,2.8,4.4,17.9,12.4,0.3,0.4,0.7,0.154,-0.4,2.9,2.6,0.3,0
278,Steve Novak\novakst01,PF,32,TOT,10,0,44,9.1,20.5,0.444,8.0,17.1,0.467,1.1,3.4,0.33299999999999996,1.1,1.1,1.0,0.0,5.7,5.7,0.0,0.0,0.0,1.1,3.4,27.4,122.0,113,Steve Novak\novakst01/2016,2016,14.4,0.6509999999999999,0.833,0.055999999999999994,0.0,12.0,6.2,0.0,0.0,0.0,5.1,19.2,0.1,0.0,0.1,0.121,1.3,-8.0,-6.6,-0.1,0
279,Dirk Nowitzki\nowitdi01,PF,37,DAL,75,75,2364,10.7,23.9,0.44799999999999995,2.7,7.4,0.368,8.0,16.6,0.483,5.4,6.0,0.893,1.1,9.4,10.5,2.8,1.1,1.1,1.8,3.5,29.5,110.0,106,Dirk Nowitzki\nowitdi01/2016,2016,19.0,0.555,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,4.2,2.6,6.8,0.138,1.2,-0.3,0.9,1.7,1
280,J.J. O'Brien\obriejj01,SF,23,UTA,2,0,6,0.0,8.8,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,8.8,8.8,0.0,8.8,0.0,0.0,8.8,0.0,0.0,89,J.J. O'Brien\obriejj01/2016,2016,1.3,0.0,0.0,0.0,0.0,19.4,9.7,0.0,8.8,0.0,0.0,7.7,0.0,0.0,0.0,-0.027999999999999997,-10.2,5.5,-4.7,0.0,0
281,Kyle O'Quinn\oquinky01,PF,25,NYK,65,1,764,8.7,18.2,0.47600000000000003,0.3,1.5,0.22699999999999998,8.3,16.8,0.498,3.1,4.0,0.767,5.1,11.7,16.8,4.8,1.3,3.3,4.1,7.2,20.8,102.0,102,Kyle O'Quinn\oquinky01/2016,2016,17.5,0.52,0.081,0.221,11.0,24.5,17.9,15.9,1.3,4.9,17.0,21.2,0.5,1.2,1.6,0.10300000000000001,-1.8,2.5,0.7,0.5,0
282,Victor Oladipo\oladivi01,SG,23,ORL,72,52,2379,8.9,20.4,0.43799999999999994,2.1,5.9,0.348,6.9,14.5,0.475,4.3,5.2,0.83,1.0,6.2,7.3,5.9,2.4,1.1,3.2,3.7,24.2,105.0,106,Victor Oladipo\oladivi01/2016,2016,16.7,0.534,0.29100000000000004,0.255,2.2,14.0,8.0,18.6,2.4,1.9,12.4,22.9,2.2,2.7,4.9,0.099,1.0,0.8,1.8,2.3,0
283,Kelly Olynyk\olynyke01,C,24,BOS,69,8,1395,8.8,19.4,0.455,3.0,7.3,0.405,5.9,12.1,0.486,3.4,4.5,0.75,2.5,7.3,9.8,3.7,1.8,1.2,2.6,5.7,24.0,110.0,103,Kelly Olynyk\olynyke01/2016,2016,16.3,0.561,0.37799999999999995,0.23,5.4,16.2,10.7,11.9,1.8,1.8,10.8,20.9,2.1,2.0,4.1,0.141,0.8,0.4,1.2,1.1,0
284,Kelly Oubre\oubreke01,SF,20,WAS,63,9,671,6.5,15.3,0.42700000000000005,1.8,5.7,0.316,4.7,9.6,0.49200000000000005,2.3,3.6,0.633,1.8,7.8,9.7,0.9,1.6,0.5,2.5,7.3,17.1,93.0,106,Kelly Oubre\oubreke01/2016,2016,8.2,0.507,0.374,0.23199999999999998,4.1,18.4,11.1,2.8,1.6,0.8,12.8,17.4,-0.3,0.7,0.4,0.031,-4.3,-1.6,-5.8,-0.7,0
285,Zaza Pachulia\pachuza01,C,31,DAL,76,69,2004,5.6,11.9,0.466,0.0,0.1,0.0,5.6,11.9,0.469,5.4,7.0,0.768,6.3,11.9,18.2,3.3,1.6,0.6,3.0,4.6,16.5,113.0,104,Zaza Pachulia\pachuza01/2016,2016,16.2,0.55,0.006,0.5870000000000001,13.7,25.7,19.7,9.7,1.6,0.9,16.8,16.2,3.4,2.7,6.0,0.145,-0.8,2.2,1.4,1.7,0
286,Kostas Papanikolaou\papanko01,SF,25,DEN,26,6,294,4.1,11.3,0.364,1.7,5.5,0.313,2.4,5.8,0.41200000000000003,1.5,2.4,0.643,1.4,5.5,6.8,2.7,2.2,0.9,3.6,4.1,11.4,83.0,109,Kostas Papanikolaou\papanko01/2016,2016,6.0,0.46399999999999997,0.485,0.212,3.0,12.3,7.5,7.8,2.2,1.4,22.5,13.9,-0.4,0.2,-0.1,-0.022000000000000002,-4.5,0.1,-4.3,-0.2,0
287,Jabari Parker\parkeja01,PF,20,MIL,76,72,2408,9.4,19.0,0.493,0.2,0.7,0.257,9.2,18.3,0.502,3.7,4.8,0.768,2.6,5.8,8.4,2.7,1.5,0.6,2.5,3.3,22.6,106.0,111,Jabari Parker\parkeja01/2016,2016,14.8,0.535,0.039,0.254,5.9,12.8,9.4,8.9,1.5,1.0,10.4,20.9,2.4,1.2,3.6,0.07200000000000001,-0.9,-1.5,-2.4,-0.2,0
288,Tony Parker\parketo01,PG,33,SAS,72,72,1980,9.0,18.4,0.493,0.7,1.7,0.415,8.4,16.7,0.501,3.4,4.4,0.76,0.4,4.1,4.6,9.8,1.4,0.3,3.4,2.9,22.2,109.0,103,Tony Parker\parketo01/2016,2016,16.2,0.546,0.092,0.24100000000000002,1.0,8.8,5.1,29.1,1.4,0.4,14.3,21.2,2.9,2.9,5.8,0.142,0.4,-0.3,0.1,1.0,0
289,Chandler Parsons\parsoch01,SF,27,DAL,61,51,1799,9.1,18.4,0.49200000000000005,2.9,7.1,0.414,6.1,11.3,0.54,2.6,3.8,0.684,0.8,7.2,8.1,4.8,1.3,0.6,2.7,3.2,23.7,110.0,108,Chandler Parsons\parsoch01/2016,2016,16.2,0.589,0.386,0.209,1.8,15.6,8.7,16.0,1.3,1.0,11.8,20.5,2.6,1.6,4.3,0.114,1.6,0.3,1.9,1.8,0
290,Lamar Patterson\pattela01,SG,24,ATL,35,0,395,3.5,10.0,0.35,1.5,6.1,0.245,2.0,3.9,0.516,2.0,2.8,0.727,0.5,5.8,6.3,4.9,1.1,0.3,2.9,5.6,10.5,89.0,105,Lamar Patterson\pattela01/2016,2016,5.1,0.46799999999999997,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-0.3,0.5,0.2,0.025,-4.6,-0.3,-4.9,-0.3,0
291,Patrick Patterson\pattepa01,PF,26,TOR,79,0,2020,5.2,12.6,0.414,2.7,7.5,0.36200000000000004,2.5,5.1,0.49,0.7,0.9,0.853,2.0,6.8,8.7,2.4,1.4,0.8,1.7,3.3,13.9,108.0,107,Patrick Patterson\pattepa01/2016,2016,10.6,0.534,0.594,0.069,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,1.6,2.0,3.6,0.086,0.4,0.6,1.0,1.5,0
292,Chris Paul\paulch01,PG,30,LAC,74,74,2420,10.7,23.1,0.462,2.5,6.8,0.371,8.1,16.3,0.501,6.1,6.8,0.8959999999999999,0.8,5.6,6.4,15.3,3.1,0.3,4.0,3.8,29.9,119.0,103,Chris Paul\paulch01/2016,2016,26.2,0.575,0.295,0.294,1.8,12.0,7.0,52.7,3.1,0.4,13.4,27.1,9.2,3.5,12.7,0.253,7.3,0.5,7.8,6.0,1
293,Adreian Payne\paynead01,PF,24,MIN,52,2,486,5.5,15.0,0.366,0.9,3.3,0.281,4.6,11.7,0.389,1.8,2.7,0.654,2.1,9.4,11.5,3.0,1.7,1.1,3.7,8.0,13.7,81.0,108,Adreian Payne\paynead01/2016,2016,5.6,0.42200000000000004,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-5.9,-0.2,-6.1,-0.5,0
294,Nikola Pekovic\pekovni01,C,30,MIN,12,3,156,6.1,16.2,0.38,0.0,0.0,0.0,6.1,16.2,0.38,5.2,6.5,0.8,2.3,4.5,6.8,3.6,0.3,0.0,2.9,7.1,17.4,94.0,115,Nikola Pekovic\pekovni01/2016,2016,6.5,0.45899999999999996,0.0,0.4,5.3,10.3,7.8,10.7,0.3,0.0,13.3,19.5,-0.1,0.0,-0.1,-0.022000000000000002,-4.7,-3.5,-8.2,-0.2,0
295,Kendrick Perkins\perkike01,C,31,NOP,37,5,542,3.7,6.9,0.5329999999999999,0.0,0.0,0.0,3.7,6.9,0.5329999999999999,1.0,2.3,0.44,2.3,9.4,11.7,2.8,1.0,1.0,3.8,5.9,8.3,86.0,109,Kendrick Perkins\perkike01/2016,2016,6.0,0.529,0.0,0.33299999999999996,4.9,21.8,13.1,7.9,1.0,1.7,32.3,10.4,-0.4,0.4,-0.1,-0.006999999999999999,-5.6,1.3,-4.3,-0.3,0
296,Paul Pierce\piercpa01,SF,38,LAC,68,38,1231,5.9,16.2,0.363,3.1,9.9,0.31,2.8,6.3,0.445,2.2,2.7,0.818,0.5,7.1,7.6,2.9,1.3,0.7,2.4,5.3,17.0,93.0,105,Paul Pierce\piercpa01/2016,2016,8.2,0.489,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12.0,17.8,-0.6,1.4,0.9,0.033,-2.5,-0.3,-2.8,-0.3,0
297,Tibor Pleiss\pleisti01,C,26,UTA,12,0,82,7.1,16.1,0.44,0.0,1.3,0.0,7.1,14.8,0.478,1.3,1.3,1.0,3.9,5.8,9.6,1.3,0.6,1.3,5.1,12.2,15.4,82.0,106,Tibor Pleiss\pleisti01/2016,2016,3.5,0.46399999999999997,0.08,0.08,8.6,12.8,10.7,4.0,0.6,2.1,23.6,19.1,-0.2,0.1,-0.1,-0.040999999999999995,-7.0,-1.1,-8.1,-0.1,0
298,Otto Porter\porteot01,SF,22,WAS,75,73,2276,7.3,15.4,0.473,2.1,5.7,0.36700000000000005,5.2,9.6,0.536,2.0,2.7,0.754,2.1,6.3,8.4,2.6,2.2,0.7,1.5,3.5,18.7,112.0,105,Otto Porter\porteot01/2016,2016,14.5,0.564,0.37200000000000005,0.17600000000000002,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,3.0,2.7,5.6,0.11900000000000001,0.8,1.0,1.8,2.2,0
299,Bobby Portis\portibo01,PF,20,CHI,62,4,1102,8.5,19.8,0.42700000000000005,0.7,2.4,0.308,7.7,17.5,0.44299999999999995,2.2,3.0,0.727,5.6,9.7,15.3,2.4,1.1,1.0,2.5,4.5,19.8,100.0,106,Bobby Portis\portibo01/2016,2016,13.8,0.469,0.11900000000000001,0.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-2.4,-0.9,-3.3,-0.4,0
300,Kristaps Porzingis\porzikr01,PF,20,NYK,72,72,2047,9.4,22.2,0.42100000000000004,2.0,6.1,0.33299999999999996,7.3,16.1,0.45399999999999996,5.0,6.0,0.838,3.3,9.9,13.2,2.4,1.3,3.4,3.0,5.1,25.8,103.0,103,Kristaps Porzingis\porzikr01/2016,2016,17.7,0.518,0.27399999999999997,0.271,7.1,20.7,14.0,7.9,1.3,5.0,10.9,24.6,1.5,2.9,4.4,0.102,-0.8,0.9,0.2,1.1,0
301,Dwight Powell\poweldw01,PF,24,DAL,69,2,992,7.5,15.2,0.493,0.1,0.8,0.125,7.4,14.4,0.514,5.4,7.3,0.7390000000000001,4.3,9.7,14.0,2.3,1.8,1.2,2.1,6.1,20.5,114.0,104,Dwight Powell\poweldw01/2016,2016,16.8,0.557,0.054000000000000006,0.48,9.3,20.9,15.1,7.2,1.8,2.0,10.0,18.4,1.8,1.3,3.1,0.151,-1.3,1.0,-0.3,0.4,0
302,Norman Powell\powelno01,SG,22,TOR,49,24,725,6.9,16.3,0.424,2.6,6.3,0.40399999999999997,4.3,10.0,0.436,3.1,3.8,0.8109999999999999,1.1,6.8,7.9,3.4,2.1,0.7,2.3,4.2,19.5,107.0,105,Norman Powell\powelno01/2016,2016,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.3,-0.1,-0.4,0.3,0
303,Phil Pressey\pressph01,PG,24,TOT,23,0,283,5.2,13.5,0.385,0.7,3.1,0.222,4.5,10.4,0.433,2.2,4.3,0.52,0.5,4.8,5.4,13.0,3.1,0.7,5.7,4.8,13.3,88.0,107,Phil Pressey\pressph01/2016,2016,10.6,0.433,0.231,0.321,1.1,11.1,6.0,40.7,3.1,1.1,27.0,18.7,-0.4,0.3,-0.1,-0.017,-4.8,-1.5,-6.4,-0.3,0
304,Ronnie Price\pricero01,PG,32,PHO,62,18,1211,4.7,12.1,0.384,2.7,7.9,0.34700000000000003,1.9,4.3,0.45299999999999996,1.2,1.6,0.7559999999999999,1.0,3.0,4.0,5.9,3.0,0.5,2.8,6.5,13.3,102.0,108,Ronnie Price\pricero01/2016,2016,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3.0,0.9,17.9,13.7,0.4,1.0,1.4,0.055999999999999994,-0.7,-0.1,-0.8,0.4,0
305,Pablo Prigioni\prigipa01,PG,38,LAC,59,3,823,3.3,9.0,0.374,1.7,5.8,0.295,1.6,3.2,0.519,0.4,0.5,0.875,2.3,4.6,6.9,7.9,3.2,0.1,3.0,5.0,8.8,103.0,104,Pablo Prigioni\prigipa01/2016,2016,10.2,0.48200000000000004,0.6459999999999999,0.054000000000000006,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11.0,0.3,1.1,1.5,0.087,-1.1,1.5,0.4,0.5,0
306,Tayshaun Prince\princta01,SF,35,MIN,77,44,1462,3.5,7.9,0.445,0.1,0.8,0.174,3.4,7.1,0.47600000000000003,0.4,0.7,0.684,1.1,4.0,5.1,2.5,1.2,0.4,0.9,2.1,7.6,100.0,113,Tayshaun Prince\princta01/2016,2016,6.3,0.466,0.1,0.083,2.6,9.0,5.8,7.0,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.013999999999999999,-2.9,-0.2,-3.1,-0.4,0
307,Julius Randle\randlju01,PF,21,LAL,81,60,2286,7.9,18.3,0.429,0.2,0.8,0.278,7.6,17.6,0.436,4.2,5.9,0.715,3.8,14.4,18.2,3.2,1.2,0.6,3.3,5.3,20.2,97.0,108,Julius Randle\randlju01/2016,2016,13.9,0.48200000000000004,0.043,0.32299999999999995,7.8,32.0,19.5,11.0,1.2,1.0,13.5,21.2,-0.3,1.9,1.6,0.035,-3.7,0.0,-3.6,-0.9,0
308,Zach Randolph\randoza01,PF,34,MEM,68,53,2016,11.0,23.2,0.475,0.2,0.7,0.231,10.8,22.5,0.48200000000000004,4.4,5.5,0.7959999999999999,4.6,8.9,13.5,3.6,1.1,0.3,2.7,3.7,26.5,107.0,109,Zach Randolph\randoza01/2016,2016,18.3,0.519,0.028999999999999998,0.23800000000000002,9.7,20.7,15.0,12.9,1.1,0.6,9.5,24.6,2.8,1.5,4.3,0.10300000000000001,0.3,-1.1,-0.8,0.6,0
309,J.J. Redick\redicjj01,SG,31,LAC,75,75,2097,10.1,21.0,0.48,4.8,10.1,0.475,5.3,11.0,0.484,4.3,4.9,0.888,0.2,3.1,3.3,2.5,1.0,0.1,1.9,3.2,29.3,118.0,109,J.J. Redick\redicjj01/2016,2016,17.5,0.632,0.478,0.233,0.5,6.6,3.6,8.6,1.0,0.2,7.4,22.6,5.3,1.4,6.7,0.154,3.5,-2.7,0.8,1.5,1
310,Josh Richardson\richajo01,SG,22,MIA,52,2,1107,5.7,12.6,0.452,2.5,5.3,0.461,3.2,7.3,0.446,1.9,2.9,0.667,1.0,4.0,5.0,3.4,1.7,1.2,1.6,5.0,15.8,112.0,106,Josh Richardson\richajo01/2016,2016,11.4,0.569,0.423,0.23199999999999998,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.109,0.2,0.4,0.6,0.7,0
311,Austin Rivers\riverau01,SG,23,LAC,67,7,1464,7.7,17.7,0.43799999999999994,2.1,6.3,0.335,5.6,11.3,0.495,2.7,4.0,0.6809999999999999,0.8,3.7,4.4,3.4,1.6,0.3,2.1,4.7,20.3,101.0,107,Austin Rivers\riverau01/2016,2016,11.1,0.523,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,0.6,1.3,1.9,0.063,-1.2,-1.0,-2.2,-0.1,0
312,Andre Roberson\roberan03,SG,24,OKC,70,70,1553,4.3,8.8,0.496,1.0,3.3,0.311,3.3,5.5,0.608,1.1,1.7,0.611,2.5,5.5,8.0,1.5,1.7,1.3,1.1,4.3,10.8,119.0,106,Andre Roberson\roberan03/2016,2016,10.2,0.5660000000000001,0.376,0.19699999999999998,5.9,11.4,8.8,4.0,1.7,2.0,10.5,9.1,1.8,1.6,3.4,0.105,0.0,1.3,1.4,1.3,0
313,Brian Roberts\roberbr01,PG,30,TOT,51,0,470,7.9,17.6,0.44799999999999995,1.6,4.5,0.35700000000000004,6.3,13.1,0.48,4.5,5.0,0.894,0.6,3.7,4.4,5.8,1.1,0.2,2.5,3.7,21.9,111.0,109,Brian Roberts\roberbr01/2016,2016,13.8,0.552,0.255,0.285,1.4,8.2,4.8,18.6,1.1,0.3,11.0,19.8,0.7,0.3,1.0,0.105,-1.1,-2.8,-3.9,-0.2,0
