,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,as_caliber
827,J.J. Redick\redicjj01,SG,33,PHI,70,70,2116,9.2,20.0,0.46,4.4,10.5,0.42,4.8,9.5,0.504,4.5,5.0,0.904,0.2,3.8,4.0,4.8,0.8,0.1,2.3,2.8,27.2,119.0,110,15.9,0.614,0.523,0.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,0.15,2.6,-2.6,0.0,1.1,0
828,Davon Reed\reedda01,SG,22,PHO,21,1,242,4.4,15.0,0.289,2.2,7.5,0.289,2.2,7.5,0.289,1.6,2.4,0.667,0.4,7.3,7.7,2.6,2.0,0.4,2.0,3.4,12.5,80.0,112,4.8,0.38799999999999996,0.5,0.158,0.9,16.6,8.6,7.6,2.0,0.7,11.0,16.0,-0.5,0.2,-0.3,-0.06,-5.8,-1.0,-6.7,-0.3,0
829,Willie Reed\reedwi02,C,27,TOT,42,5,428,9.2,13.8,0.669,0.1,0.2,0.5,9.1,13.5,0.672,3.6,6.3,0.5820000000000001,4.0,9.8,13.8,1.1,1.0,2.5,2.2,6.4,22.2,125.0,108,19.2,0.6709999999999999,0.017,0.455,9.1,21.8,15.5,3.6,1.0,4.3,11.6,16.6,1.0,0.5,1.5,0.172,-0.8,-0.1,-0.9,0.1,0
830,Willie Reed\reedwi02,C,27,TOT,42,5,428,9.2,13.8,0.669,0.1,0.2,0.5,9.1,13.5,0.672,3.6,6.3,0.5820000000000001,4.0,9.8,13.8,1.1,1.0,2.5,2.2,6.4,22.2,125.0,108,19.4,0.669,0.017,0.45799999999999996,9.3,22.0,15.7,3.3,1.0,4.4,11.6,16.8,1.0,0.5,1.5,0.171,-0.8,0.0,-0.8,0.1,0
831,Willie Reed\reedwi02,C,27,TOT,42,5,428,9.2,13.8,0.669,0.1,0.2,0.5,9.1,13.5,0.672,3.6,6.3,0.5820000000000001,4.0,9.8,13.8,1.1,1.0,2.5,2.2,6.4,22.2,125.0,108,8.8,1.0,0.0,0.0,0.0,12.5,6.1,15.9,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.187,-0.3,-2.2,-2.5,0.0,0
832,Willie Reed\reedwi02,C,27,LAC,39,5,419,9.3,13.9,0.667,0.1,0.2,0.5,9.2,13.7,0.669,3.7,6.4,0.5820000000000001,4.1,9.9,13.9,1.0,1.0,2.6,2.2,6.2,22.4,125.0,108,19.2,0.6709999999999999,0.017,0.455,9.1,21.8,15.5,3.6,1.0,4.3,11.6,16.6,1.0,0.5,1.5,0.172,-0.8,-0.1,-0.9,0.1,0
833,Willie Reed\reedwi02,C,27,LAC,39,5,419,9.3,13.9,0.667,0.1,0.2,0.5,9.2,13.7,0.669,3.7,6.4,0.5820000000000001,4.1,9.9,13.9,1.0,1.0,2.6,2.2,6.2,22.4,125.0,108,19.4,0.669,0.017,0.45799999999999996,9.3,22.0,15.7,3.3,1.0,4.4,11.6,16.8,1.0,0.5,1.5,0.171,-0.8,0.0,-0.8,0.1,0
834,Willie Reed\reedwi02,C,27,LAC,39,5,419,9.3,13.9,0.667,0.1,0.2,0.5,9.2,13.7,0.669,3.7,6.4,0.5820000000000001,4.1,9.9,13.9,1.0,1.0,2.6,2.2,6.2,22.4,125.0,108,8.8,1.0,0.0,0.0,0.0,12.5,6.1,15.9,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.187,-0.3,-2.2,-2.5,0.0,0
835,Willie Reed\reedwi02,C,27,DET,3,0,9,5.5,5.5,1.0,0.0,0.0,,5.5,5.5,1.0,0.0,0.0,,0.0,5.5,5.5,5.5,0.0,0.0,0.0,16.6,11.1,207.0,112,19.2,0.6709999999999999,0.017,0.455,9.1,21.8,15.5,3.6,1.0,4.3,11.6,16.6,1.0,0.5,1.5,0.172,-0.8,-0.1,-0.9,0.1,0
836,Willie Reed\reedwi02,C,27,DET,3,0,9,5.5,5.5,1.0,0.0,0.0,,5.5,5.5,1.0,0.0,0.0,,0.0,5.5,5.5,5.5,0.0,0.0,0.0,16.6,11.1,207.0,112,19.4,0.669,0.017,0.45799999999999996,9.3,22.0,15.7,3.3,1.0,4.4,11.6,16.8,1.0,0.5,1.5,0.171,-0.8,0.0,-0.8,0.1,0
837,Willie Reed\reedwi02,C,27,DET,3,0,9,5.5,5.5,1.0,0.0,0.0,,5.5,5.5,1.0,0.0,0.0,,0.0,5.5,5.5,5.5,0.0,0.0,0.0,16.6,11.1,207.0,112,8.8,1.0,0.0,0.0,0.0,12.5,6.1,15.9,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.187,-0.3,-2.2,-2.5,0.0,0
838,Josh Richardson\richajo01,SF,24,MIA,81,81,2689,7.4,16.5,0.451,2.4,6.3,0.37799999999999995,5.1,10.3,0.495,2.2,2.7,0.845,1.3,4.0,5.3,4.3,2.3,1.4,2.6,3.7,19.5,106.0,106,13.6,0.551,0.38,0.16,2.9,9.0,6.0,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.1,1.5,1.4,2.3,0
839,Malachi Richardson\richama01,SG,22,TOT,26,4,324,4.7,14.0,0.33299999999999996,1.9,6.2,0.3,2.8,7.8,0.36,2.7,3.4,0.773,0.8,4.5,5.3,2.0,1.6,0.2,1.6,4.2,13.9,91.0,114,5.9,0.446,0.444,0.244,1.7,10.6,6.0,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-0.015,-4.3,-2.1,-6.4,-0.4,0
840,Malachi Richardson\richama01,SG,22,TOT,26,4,324,4.7,14.0,0.33299999999999996,1.9,6.2,0.3,2.8,7.8,0.36,2.7,3.4,0.773,0.8,4.5,5.3,2.0,1.6,0.2,1.6,4.2,13.9,91.0,114,5.8,0.445,0.44299999999999995,0.25,1.7,10.4,5.9,5.7,1.6,0.3,9.3,15.2,-0.2,0.1,-0.1,-0.016,-4.3,-2.0,-6.3,-0.3,0
841,Malachi Richardson\richama01,SG,22,TOT,26,4,324,4.7,14.0,0.33299999999999996,1.9,6.2,0.3,2.8,7.8,0.36,2.7,3.4,0.773,0.8,4.5,5.3,2.0,1.6,0.2,1.6,4.2,13.9,91.0,114,10.5,0.5,0.5,0.0,0.0,22.0,11.2,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.045,-5.1,-6.4,-11.5,0.0,0
842,Malachi Richardson\richama01,SG,22,SAC,25,4,319,4.6,14.0,0.33,1.9,6.2,0.308,2.7,7.8,0.34700000000000003,2.7,3.5,0.773,0.8,4.4,5.2,2.1,1.6,0.2,1.6,4.3,13.8,91.0,114,5.9,0.446,0.444,0.244,1.7,10.6,6.0,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-0.015,-4.3,-2.1,-6.4,-0.4,0
843,Malachi Richardson\richama01,SG,22,SAC,25,4,319,4.6,14.0,0.33,1.9,6.2,0.308,2.7,7.8,0.34700000000000003,2.7,3.5,0.773,0.8,4.4,5.2,2.1,1.6,0.2,1.6,4.3,13.8,91.0,114,5.8,0.445,0.44299999999999995,0.25,1.7,10.4,5.9,5.7,1.6,0.3,9.3,15.2,-0.2,0.1,-0.1,-0.016,-4.3,-2.0,-6.3,-0.3,0
844,Malachi Richardson\richama01,SG,22,SAC,25,4,319,4.6,14.0,0.33,1.9,6.2,0.308,2.7,7.8,0.34700000000000003,2.7,3.5,0.773,0.8,4.4,5.2,2.1,1.6,0.2,1.6,4.3,13.8,91.0,114,10.5,0.5,0.5,0.0,0.0,22.0,11.2,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.045,-5.1,-6.4,-11.5,0.0,0
845,Malachi Richardson\richama01,SG,22,TOR,1,0,5,9.9,19.7,0.5,0.0,9.9,0.0,9.9,9.9,1.0,0.0,0.0,,0.0,9.9,9.9,0.0,0.0,0.0,0.0,0.0,19.7,100.0,110,5.9,0.446,0.444,0.244,1.7,10.6,6.0,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-0.015,-4.3,-2.1,-6.4,-0.4,0
846,Malachi Richardson\richama01,SG,22,TOR,1,0,5,9.9,19.7,0.5,0.0,9.9,0.0,9.9,9.9,1.0,0.0,0.0,,0.0,9.9,9.9,0.0,0.0,0.0,0.0,0.0,19.7,100.0,110,5.8,0.445,0.44299999999999995,0.25,1.7,10.4,5.9,5.7,1.6,0.3,9.3,15.2,-0.2,0.1,-0.1,-0.016,-4.3,-2.0,-6.3,-0.3,0
847,Malachi Richardson\richama01,SG,22,TOR,1,0,5,9.9,19.7,0.5,0.0,9.9,0.0,9.9,9.9,1.0,0.0,0.0,,0.0,9.9,9.9,0.0,0.0,0.0,0.0,0.0,19.7,100.0,110,10.5,0.5,0.5,0.0,0.0,22.0,11.2,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.045,-5.1,-6.4,-11.5,0.0,0
848,Austin Rivers\riverau01,SG,25,LAC,61,59,2057,8.1,19.0,0.424,3.2,8.5,0.37799999999999995,4.8,10.5,0.461,2.4,3.8,0.642,0.6,2.8,3.4,5.7,1.7,0.4,2.6,3.6,21.7,105.0,113,12.6,0.526,0.447,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1.0,2.4,0.055999999999999994,0.8,-1.7,-0.9,0.6,0
849,Andre Roberson\roberan03,SG,26,OKC,39,39,1037,4.2,7.8,0.537,0.4,1.7,0.222,3.8,6.0,0.627,0.6,1.8,0.316,3.6,5.3,8.9,2.2,2.2,1.7,1.4,4.3,9.3,114.0,107,10.9,0.5429999999999999,0.222,0.235,7.8,12.2,9.9,6.0,2.2,3.1,14.4,8.6,0.8,1.3,2.2,0.1,-1.3,2.8,1.5,0.9,0
850,Devin Robinson\robinde01,SF,22,WAS,1,0,13,3.8,11.5,0.33299999999999996,0.0,0.0,,3.8,11.5,0.33299999999999996,0.0,0.0,,7.6,11.5,19.1,0.0,3.8,0.0,0.0,7.6,7.6,103.0,102,10.5,0.33299999999999996,0.0,0.0,17.4,26.0,21.7,0.0,3.8,0.0,0.0,10.2,0.0,0.0,0.0,0.098,-5.7,-2.6,-8.2,0.0,0
851,Glenn Robinson\robingl02,SF,24,IND,23,1,338,5.3,12.6,0.424,2.1,5.0,0.41200000000000003,3.3,7.5,0.431,1.3,1.6,0.818,1.6,3.8,5.5,2.5,1.9,0.1,0.7,2.1,14.0,114.0,111,10.8,0.529,0.4,0.129,3.7,8.6,6.2,6.8,1.9,0.3,5.3,12.5,0.4,0.3,0.6,0.08800000000000001,-0.9,-0.9,-1.8,0.0,0
852,Rajon Rondo\rondora01,PG,31,NOP,65,63,1705,6.5,13.8,0.46799999999999997,1.4,4.2,0.33299999999999996,5.1,9.6,0.526,0.7,1.3,0.5429999999999999,0.9,6.5,7.4,14.9,2.0,0.3,4.2,3.3,15.0,109.0,109,15.3,0.522,0.304,0.09300000000000001,2.0,14.2,8.4,42.2,2.0,0.5,22.7,16.9,1.9,1.7,3.6,0.10099999999999999,-0.4,-0.7,-1.1,0.4,0
853,Derrick Rose\rosede01,PG,29,TOT,25,7,420,9.5,21.8,0.435,0.8,3.5,0.233,8.7,18.3,0.474,4.7,5.4,0.87,1.5,2.6,4.1,4.3,0.8,0.5,4.1,1.9,24.5,97.0,116,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-3.8,-3.9,-7.8,-0.6,0
854,Derrick Rose\rosede01,PG,29,TOT,25,7,420,9.5,21.8,0.435,0.8,3.5,0.233,8.7,18.3,0.474,4.7,5.4,0.87,1.5,2.6,4.1,4.3,0.8,0.5,4.1,1.9,24.5,97.0,116,11.6,0.523,0.182,0.311,3.7,6.8,5.3,13.0,0.5,1.1,15.7,25.6,-0.1,0.0,-0.1,-0.013999999999999999,-3.9,-3.8,-7.7,-0.4,0
855,Derrick Rose\rosede01,PG,29,TOT,25,7,420,9.5,21.8,0.435,0.8,3.5,0.233,8.7,18.3,0.474,4.7,5.4,0.87,1.5,2.6,4.1,4.3,0.8,0.5,4.1,1.9,24.5,97.0,116,11.2,0.46299999999999997,0.111,0.09300000000000001,3.1,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,0.0,-0.1,-0.028999999999999998,-3.8,-4.3,-8.1,-0.2,0
856,Derrick Rose\rosede01,PG,29,CLE,16,7,308,9.2,21.0,0.439,1.0,3.8,0.25,8.3,17.2,0.48100000000000004,5.6,6.5,0.8540000000000001,1.6,3.0,4.6,4.1,0.5,0.6,4.5,2.2,25.0,97.0,117,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-3.8,-3.9,-7.8,-0.6,0
857,Derrick Rose\rosede01,PG,29,CLE,16,7,308,9.2,21.0,0.439,1.0,3.8,0.25,8.3,17.2,0.48100000000000004,5.6,6.5,0.8540000000000001,1.6,3.0,4.6,4.1,0.5,0.6,4.5,2.2,25.0,97.0,117,11.6,0.523,0.182,0.311,3.7,6.8,5.3,13.0,0.5,1.1,15.7,25.6,-0.1,0.0,-0.1,-0.013999999999999999,-3.9,-3.8,-7.7,-0.4,0
858,Derrick Rose\rosede01,PG,29,CLE,16,7,308,9.2,21.0,0.439,1.0,3.8,0.25,8.3,17.2,0.48100000000000004,5.6,6.5,0.8540000000000001,1.6,3.0,4.6,4.1,0.5,0.6,4.5,2.2,25.0,97.0,117,11.2,0.46299999999999997,0.111,0.09300000000000001,3.1,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,0.0,-0.1,-0.028999999999999998,-3.8,-4.3,-8.1,-0.2,0
859,Derrick Rose\rosede01,PG,29,MIN,9,0,112,10.3,24.1,0.426,0.4,2.7,0.16699999999999998,9.8,21.4,0.45799999999999996,2.2,2.2,1.0,1.3,1.3,2.7,4.9,1.8,0.0,3.1,0.9,23.2,94.0,115,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-3.8,-3.9,-7.8,-0.6,0
860,Derrick Rose\rosede01,PG,29,MIN,9,0,112,10.3,24.1,0.426,0.4,2.7,0.16699999999999998,9.8,21.4,0.45799999999999996,2.2,2.2,1.0,1.3,1.3,2.7,4.9,1.8,0.0,3.1,0.9,23.2,94.0,115,11.6,0.523,0.182,0.311,3.7,6.8,5.3,13.0,0.5,1.1,15.7,25.6,-0.1,0.0,-0.1,-0.013999999999999999,-3.9,-3.8,-7.7,-0.4,0
861,Derrick Rose\rosede01,PG,29,MIN,9,0,112,10.3,24.1,0.426,0.4,2.7,0.16699999999999998,9.8,21.4,0.45799999999999996,2.2,2.2,1.0,1.3,1.3,2.7,4.9,1.8,0.0,3.1,0.9,23.2,94.0,115,11.2,0.46299999999999997,0.111,0.09300000000000001,3.1,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,0.0,-0.1,-0.028999999999999998,-3.8,-4.3,-8.1,-0.2,0
862,Terrence Ross\rosste01,SG,26,ORL,24,20,600,6.2,15.6,0.39799999999999996,2.4,7.6,0.32299999999999995,3.8,8.0,0.469,2.2,2.9,0.75,0.8,5.1,6.0,3.1,2.2,0.9,2.4,3.7,17.1,96.0,110,9.9,0.505,0.48700000000000004,0.188,1.8,11.6,6.7,9.3,2.2,1.5,12.3,17.3,-0.2,0.5,0.3,0.025,-2.2,0.1,-2.1,0.0,0
863,Terry Rozier\roziete01,PG,23,BOS,80,16,2068,7.6,19.3,0.395,3.7,9.7,0.381,3.9,9.6,0.41,2.8,3.6,0.772,1.5,7.6,9.1,5.6,1.9,0.5,1.9,3.0,21.7,109.0,104,15.1,0.52,0.503,0.18600000000000003,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.13,0.8,1.0,1.8,2.0,0
864,Ricky Rubio\rubiori01,PG,27,UTA,77,77,2254,7.7,18.4,0.418,2.1,6.1,0.35200000000000004,5.6,12.3,0.451,4.9,5.7,0.866,1.0,6.8,7.8,9.1,2.7,0.2,4.6,4.6,22.4,105.0,103,15.4,0.537,0.33,0.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,0.11199999999999999,0.1,1.6,1.7,2.1,0
865,D'Angelo Russell\russeda01,PG,21,BRK,48,35,1234,10.9,26.4,0.414,3.5,10.9,0.324,7.4,15.5,0.47700000000000004,3.8,5.2,0.74,1.2,6.3,7.4,9.8,1.4,0.7,5.8,3.7,29.2,98.0,111,15.2,0.509,0.414,0.195,2.6,13.8,8.1,35.7,1.4,1.0,16.8,30.8,-0.5,0.9,0.4,0.013999999999999999,0.8,-1.2,-0.4,0.5,0
866,Domantas Sabonis\sabondo01,C,21,IND,74,19,1810,9.4,18.3,0.514,0.4,1.0,0.35100000000000003,9.0,17.2,0.524,4.6,6.2,0.75,4.6,11.2,15.8,4.2,1.1,0.9,3.8,6.1,23.8,110.0,107,17.5,0.5670000000000001,0.055999999999999994,0.33899999999999997,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.2,0.8,0
867,JaKarr Sampson\sampsja02,SF,24,SAC,22,6,344,6.5,11.9,0.5429999999999999,0.7,1.5,0.5,5.7,10.4,0.5489999999999999,1.5,2.4,0.625,3.1,8.4,11.5,1.3,1.2,3.2,1.2,7.1,15.1,117.0,108,13.9,0.585,0.12300000000000001,0.198,6.7,19.7,12.9,3.9,1.2,6.1,8.3,12.5,0.4,0.4,0.8,0.114,-2.6,1.9,-0.7,0.1,0
868,Dario Saric\saricda01,PF,23,PHI,78,73,2310,8.4,18.5,0.45299999999999996,3.3,8.3,0.39299999999999996,5.1,10.2,0.501,3.7,4.3,0.86,3.2,7.6,10.8,4.2,1.1,0.4,3.1,3.3,23.8,113.0,107,15.8,0.5820000000000001,0.44799999999999995,0.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.13699999999999998,1.6,-0.2,1.4,2.0,0
869,Tomas Satoransky\satorto01,SG,26,WAS,73,30,1643,6.1,11.6,0.523,1.4,3.1,0.465,4.7,8.6,0.544,2.3,2.9,0.7809999999999999,2.2,4.9,7.0,8.6,1.6,0.5,2.5,4.0,15.8,124.0,111,15.4,0.615,0.263,0.25,5.0,11.1,8.0,24.8,1.6,0.8,16.3,13.7,3.7,1.3,5.0,0.145,1.3,-0.2,1.1,1.3,0
870,Dennis Schroder\schrode01,PG,24,ATL,67,67,2078,11.8,26.9,0.436,1.8,6.2,0.29,10.0,20.8,0.48,5.3,6.2,0.8490000000000001,1.0,3.9,4.9,9.8,1.7,0.1,4.3,3.5,30.6,104.0,113,17.3,0.515,0.22899999999999998,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1.0,2.6,0.059000000000000004,1.5,-2.2,-0.7,0.7,0
871,Mike Scott\scottmi01,PF,29,WAS,76,1,1406,9.7,18.5,0.527,2.3,5.8,0.405,7.4,12.8,0.5820000000000001,1.8,2.7,0.6579999999999999,1.8,7.0,8.7,2.8,0.8,0.4,2.8,5.2,23.6,109.0,111,13.6,0.599,0.311,0.145,4.0,15.8,9.9,9.1,0.8,0.6,12.4,20.0,1.4,1.0,2.5,0.085,-0.5,-1.8,-2.3,-0.1,0
872,Thabo Sefolosha\sefolth01,SF,33,UTA,38,6,806,7.3,14.9,0.49200000000000005,2.0,5.2,0.381,5.4,9.7,0.551,2.7,3.4,0.815,1.8,8.2,10.0,2.1,3.2,0.7,1.9,3.7,19.4,113.0,101,15.8,0.591,0.35,0.225,4.1,18.4,11.3,6.3,3.2,1.3,10.2,16.4,1.0,1.6,2.6,0.156,-0.3,2.3,1.9,0.8,0
873,Wayne Selden\seldewa01,SG,23,MEM,35,9,692,8.5,19.7,0.431,3.6,8.9,0.402,4.9,10.7,0.456,3.2,4.3,0.746,1.2,2.9,4.1,4.8,1.3,0.4,3.9,4.3,23.7,101.0,115,11.8,0.551,0.45399999999999996,0.21899999999999997,2.6,6.8,4.7,16.0,1.3,0.7,15.5,22.6,0.1,0.2,0.3,0.023,-0.7,-3.3,-4.0,-0.4,0
874,Ramon Sessions\sessira01,PG,31,TOT,28,3,392,5.3,14.8,0.359,1.0,3.3,0.308,4.3,11.5,0.374,5.6,7.2,0.772,0.8,4.1,4.8,9.7,1.8,0.3,3.8,3.7,17.2,101.0,112,11.2,0.479,0.222,0.48700000000000004,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3.0,-2.2,-5.2,-0.3,0
875,Ramon Sessions\sessira01,PG,31,TOT,28,3,392,5.3,14.8,0.359,1.0,3.3,0.308,4.3,11.5,0.374,5.6,7.2,0.772,0.8,4.1,4.8,9.7,1.8,0.3,3.8,3.7,17.2,101.0,112,6.2,0.40299999999999997,0.20800000000000002,0.28300000000000003,0.7,11.2,6.0,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.2,-7.1,-0.2,0
876,Ramon Sessions\sessira01,PG,31,TOT,28,3,392,5.3,14.8,0.359,1.0,3.3,0.308,4.3,11.5,0.374,5.6,7.2,0.772,0.8,4.1,4.8,9.7,1.8,0.3,3.8,3.7,17.2,101.0,112,14.9,0.5329999999999999,0.23399999999999999,0.6559999999999999,2.5,7.5,5.0,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,0.11599999999999999,-0.8,-2.9,-3.7,-0.1,0
877,Ramon Sessions\sessira01,PG,31,NYK,13,3,167,5.0,15.7,0.321,0.6,3.3,0.182,4.5,12.5,0.35700000000000004,3.6,4.5,0.8,0.3,5.0,5.3,8.0,2.1,0.3,4.5,4.2,14.2,83.0,111,11.2,0.479,0.222,0.48700000000000004,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3.0,-2.2,-5.2,-0.3,0
878,Ramon Sessions\sessira01,PG,31,NYK,13,3,167,5.0,15.7,0.321,0.6,3.3,0.182,4.5,12.5,0.35700000000000004,3.6,4.5,0.8,0.3,5.0,5.3,8.0,2.1,0.3,4.5,4.2,14.2,83.0,111,6.2,0.40299999999999997,0.20800000000000002,0.28300000000000003,0.7,11.2,6.0,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.2,-7.1,-0.2,0
879,Ramon Sessions\sessira01,PG,31,NYK,13,3,167,5.0,15.7,0.321,0.6,3.3,0.182,4.5,12.5,0.35700000000000004,3.6,4.5,0.8,0.3,5.0,5.3,8.0,2.1,0.3,4.5,4.2,14.2,83.0,111,14.9,0.5329999999999999,0.23399999999999999,0.6559999999999999,2.5,7.5,5.0,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,0.11599999999999999,-0.8,-2.9,-3.7,-0.1,0
880,Ramon Sessions\sessira01,PG,31,WAS,15,0,225,5.5,14.1,0.391,1.3,3.3,0.4,4.2,10.8,0.38799999999999996,7.1,9.3,0.762,1.1,3.3,4.4,11.0,1.5,0.2,3.3,3.3,19.4,114.0,112,11.2,0.479,0.222,0.48700000000000004,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3.0,-2.2,-5.2,-0.3,0
881,Ramon Sessions\sessira01,PG,31,WAS,15,0,225,5.5,14.1,0.391,1.3,3.3,0.4,4.2,10.8,0.38799999999999996,7.1,9.3,0.762,1.1,3.3,4.4,11.0,1.5,0.2,3.3,3.3,19.4,114.0,112,6.2,0.40299999999999997,0.20800000000000002,0.28300000000000003,0.7,11.2,6.0,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.2,-7.1,-0.2,0
882,Ramon Sessions\sessira01,PG,31,WAS,15,0,225,5.5,14.1,0.391,1.3,3.3,0.4,4.2,10.8,0.38799999999999996,7.1,9.3,0.762,1.1,3.3,4.4,11.0,1.5,0.2,3.3,3.3,19.4,114.0,112,14.9,0.5329999999999999,0.23399999999999999,0.6559999999999999,2.5,7.5,5.0,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,0.11599999999999999,-0.8,-2.9,-3.7,-0.1,0
883,Iman Shumpert\shumpim01,SG,27,CLE,14,6,276,3.9,10.3,0.379,1.2,4.6,0.26899999999999996,2.7,5.7,0.469,2.0,2.7,0.733,1.2,6.0,7.3,3.0,1.6,0.7,2.8,3.9,11.0,91.0,112,6.4,0.48,0.44799999999999995,0.259,2.9,13.6,8.3,8.1,1.6,1.2,19.9,12.9,-0.2,0.2,0.0,-0.006,-3.9,-0.1,-4.0,-0.1,0
884,Pascal Siakam\siakapa01,PF,23,TOR,81,5,1679,7.4,14.6,0.508,0.9,3.9,0.22,6.6,10.7,0.612,1.6,2.6,0.621,2.3,8.4,10.7,4.7,1.8,1.2,2.0,4.9,17.3,113.0,105,14.5,0.5489999999999999,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,2.1,2.5,4.7,0.133,0.0,2.2,2.1,1.7,0
885,Xavier Silas\silasxa01,SG,30,BOS,2,0,7,0.0,21.4,0.0,0.0,14.3,0.0,0.0,7.1,0.0,0.0,0.0,,7.1,7.1,14.3,0.0,7.1,0.0,0.0,7.1,0.0,27.0,93,-4.9,0.0,0.667,0.0,15.8,15.4,15.6,0.0,7.1,0.0,0.0,19.1,-0.1,0.0,0.0,-0.25,-12.6,-0.8,-13.4,0.0,0
886,Ben Simmons\simmobe01,PG,21,PHI,81,81,2732,9.6,17.6,0.545,0.0,0.2,0.0,9.6,17.4,0.551,3.4,6.0,0.56,2.6,9.0,11.6,11.6,2.5,1.2,4.9,3.7,22.5,111.0,102,20.0,0.557,0.011000000000000001,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,4.2,5.0,9.2,0.162,1.0,3.6,4.6,4.6,1
887,Jonathon Simmons\simmojo02,SG,28,ORL,69,50,2029,8.5,18.4,0.465,1.7,4.9,0.33799999999999997,6.9,13.4,0.512,4.5,5.8,0.768,1.5,4.3,5.8,4.1,1.4,0.4,3.5,4.2,23.2,103.0,113,12.7,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,0.8,1.1,1.9,0.045,-1.0,-1.3,-2.3,-0.2,0
888,Kobi Simmons\simmoko01,PG,20,MEM,32,12,643,6.3,14.9,0.423,0.9,3.1,0.282,5.4,11.8,0.46,2.0,2.0,1.0,1.1,2.8,3.9,5.3,1.4,0.4,3.5,4.8,15.4,94.0,115,7.7,0.49,0.20600000000000002,0.132,2.5,6.6,4.5,16.5,1.4,0.7,18.0,17.0,-0.4,0.2,-0.2,-0.013000000000000001,-3.9,-2.1,-6.0,-0.6,0
889,Kyle Singler\singlky01,SF,29,OKC,12,0,59,5.9,17.7,0.33299999999999996,1.7,4.2,0.4,4.2,13.5,0.313,5.9,10.9,0.5379999999999999,0.8,7.6,8.4,1.7,0.8,0.0,2.5,3.4,19.3,88.0,111,5.9,0.43,0.23800000000000002,0.619,1.8,17.5,9.4,4.8,0.8,0.0,10.1,21.6,-0.1,0.0,0.0,-0.031,-7.7,-4.2,-11.8,-0.1,0
