,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,as_caliber
192,Antonius Cleveland\clevean01,SG,23,ATL,4,0,42,4.7,8.1,0.5710000000000001,3.5,3.5,1.0,1.2,4.7,0.25,2.3,2.3,1.0,1.2,3.5,4.7,0.0,1.2,1.2,5.8,14.0,15.1,90.0,113,4.5,0.486,0.19,0.28600000000000003,2.7,10.2,6.3,2.2,2.8,3.6,22.8,11.1,-0.2,0.2,0.0,-0.006,-6.7,2.2,-4.5,-0.1,0
193,Antonius Cleveland\clevean01,SG,23,ATL,4,0,42,4.7,8.1,0.5710000000000001,3.5,3.5,1.0,1.2,4.7,0.25,2.3,2.3,1.0,1.2,3.5,4.7,0.0,1.2,1.2,5.8,14.0,15.1,90.0,113,5.1,0.317,0.071,0.28600000000000003,2.6,11.4,6.9,3.3,3.7,4.4,11.3,10.0,-0.1,0.1,0.0,-0.005,-7.6,4.5,-3.1,0.0,0
194,Antonius Cleveland\clevean01,SG,23,ATL,4,0,42,4.7,8.1,0.5710000000000001,3.5,3.5,1.0,1.2,4.7,0.25,2.3,2.3,1.0,1.2,3.5,4.7,0.0,1.2,1.2,5.8,14.0,15.1,90.0,113,3.5,0.825,0.429,0.28600000000000003,2.7,8.0,5.3,0.0,1.2,2.0,38.8,13.4,0.0,0.0,0.0,-0.009000000000000001,-5.0,-2.0,-7.0,-0.1,0
195,John Collins\collijo01,PF,20,ATL,74,26,1785,8.6,14.9,0.5760000000000001,0.4,1.3,0.34,8.2,13.6,0.598,3.6,5.1,0.715,4.8,10.0,14.8,2.7,1.3,2.2,2.9,5.9,21.3,117.0,108,18.3,0.62,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.2,1.9,1.7,1.7,0
196,Zach Collins\colliza01,C,20,POR,66,1,1045,5.5,13.8,0.39799999999999996,1.7,5.4,0.31,3.8,8.4,0.455,1.3,2.0,0.643,2.1,8.4,10.5,2.5,0.8,1.5,2.8,6.3,13.9,93.0,107,7.5,0.475,0.391,0.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.1,0.9,-3.2,-0.3,0
197,Kyle Collinsworth\colliky01,SF,26,DAL,32,2,480,4.0,10.4,0.384,0.4,1.8,0.235,3.6,8.6,0.415,2.2,4.2,0.525,3.3,7.8,11.2,5.9,1.8,0.9,2.5,4.6,10.6,98.0,108,10.0,0.433,0.172,0.40399999999999997,7.2,18.0,12.4,16.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-4.0,2.2,-1.8,0.0,0
198,Darren Collison\collida01,PG,30,IND,69,64,2018,7.8,15.8,0.495,2.4,5.1,0.46799999999999997,5.4,10.7,0.508,3.1,3.6,0.882,0.9,3.5,4.4,9.1,2.3,0.4,2.1,3.0,21.2,126.0,110,18.8,0.61,0.321,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.18100000000000002,3.1,-1.0,2.2,2.1,0
199,Nick Collison\collini01,PF,37,OKC,15,0,75,8.6,12.6,0.684,0.0,0.0,,8.6,12.6,0.684,3.3,8.6,0.385,4.6,8.6,13.2,2.6,0.0,0.0,4.6,4.6,20.5,106.0,112,13.2,0.627,0.0,0.684,10.0,19.9,14.8,8.2,0.0,0.0,22.1,18.2,0.1,0.0,0.1,0.064,-3.5,-2.9,-6.5,-0.1,0
200,Mike Conley\conlemi01,PG,30,MEM,12,12,373,8.7,22.8,0.381,3.3,10.4,0.312,5.4,12.3,0.44,7.2,8.9,0.8029999999999999,0.0,3.7,3.7,6.6,1.6,0.4,2.4,3.3,27.8,108.0,114,15.4,0.52,0.45799999999999996,0.39299999999999996,0.0,8.6,4.2,22.2,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.077,1.2,-3.5,-2.3,0.0,0
201,Pat Connaughton\connapa01,SG,25,POR,82,5,1488,5.5,13.0,0.423,2.5,7.0,0.35200000000000004,3.0,6.0,0.506,1.2,1.5,0.841,1.2,4.2,5.4,3.0,0.8,0.7,1.4,4.0,14.7,110.0,110,9.3,0.539,0.5379999999999999,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.08,-0.9,-0.4,-1.3,0.3,0
202,Quinn Cook\cookqu01,PG,24,GSW,33,18,740,7.9,16.4,0.484,3.0,6.8,0.442,4.9,9.6,0.514,1.4,1.6,0.88,0.7,4.7,5.3,5.8,0.8,0.1,2.1,3.8,20.3,115.0,113,12.8,0.593,0.413,0.099,1.6,10.2,6.2,16.6,0.8,0.1,10.8,17.5,1.1,0.4,1.6,0.10099999999999999,0.6,-2.8,-2.2,0.0,0
203,Charles Cooke\cookech01,SG,23,NOP,13,0,38,2.5,17.6,0.14300000000000002,1.3,10.1,0.125,1.3,7.5,0.16699999999999998,1.3,2.5,0.5,0.0,2.5,2.5,1.3,1.3,0.0,1.3,0.0,7.5,45.0,113,-5.1,0.20199999999999999,0.5710000000000001,0.14300000000000002,0.0,5.5,2.9,3.2,1.3,0.0,6.3,18.1,-0.2,0.0,-0.2,-0.239,-10.8,-3.8,-14.6,-0.1,0
204,Jack Cooley\cooleja01,PF,26,SAC,7,0,87,7.6,15.7,0.48100000000000004,0.0,0.0,,7.6,15.7,0.48100000000000004,8.1,11.0,0.737,8.1,9.3,17.4,3.5,0.6,0.0,1.7,7.6,23.3,126.0,113,19.7,0.5660000000000001,0.0,0.7040000000000001,17.6,21.9,19.6,10.5,0.6,0.0,7.8,19.8,0.3,0.0,0.3,0.182,0.9,-2.5,-1.6,0.0,0
205,Matt Costello\costema01,C,24,SAS,4,0,32,3.2,6.3,0.5,0.0,0.0,,3.2,6.3,0.5,0.0,0.0,,1.6,12.6,14.2,3.2,3.2,3.2,1.6,11.1,6.3,101.0,96,9.7,0.5,0.0,0.0,3.4,27.9,15.6,8.3,3.2,5.2,20.0,7.0,0.0,0.1,0.1,0.127,-5.0,6.6,1.6,0.0,0
206,DeMarcus Cousins\couside01,C,27,NOP,48,48,1737,11.2,23.7,0.47,2.9,8.1,0.354,8.3,15.7,0.53,8.1,10.8,0.746,2.9,14.1,17.0,7.1,2.2,2.1,6.7,5.0,33.3,104.0,102,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23.0,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,1.9,3.6,5.5,3.3,0
207,Robert Covington\covinro01,SF,27,PHI,80,80,2532,6.6,15.9,0.413,3.9,10.4,0.369,2.7,5.4,0.49700000000000005,2.2,2.6,0.853,1.0,7.2,8.2,3.0,2.6,1.4,2.4,4.5,19.2,107.0,103,12.9,0.563,0.6579999999999999,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.11599999999999999,0.4,2.1,2.5,2.9,0
208,Allen Crabbe\crabbal01,SG,25,BRK,75,68,2197,7.4,18.3,0.40700000000000003,4.4,11.8,0.37799999999999995,3.0,6.5,0.461,2.5,3.0,0.852,0.6,6.5,7.2,2.6,1.0,0.8,1.7,3.7,21.9,108.0,112,12.3,0.5579999999999999,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.07,0.4,-1.2,-0.8,0.7,0
209,Torrey Craig\craigto01,SF,27,DEN,39,5,629,4.9,10.8,0.45299999999999996,1.3,4.6,0.293,3.5,6.2,0.57,1.7,2.8,0.629,3.2,6.9,10.0,2.0,0.9,1.2,1.6,5.0,12.8,111.0,112,9.8,0.535,0.423,0.255,7.2,15.5,11.4,5.4,0.9,2.0,11.6,11.9,0.5,0.4,0.9,0.069,-1.7,-0.8,-2.5,-0.1,0
210,Jamal Crawford\crawfja01,SG,37,MIN,80,0,1653,9.3,22.4,0.415,3.1,9.5,0.331,6.2,12.9,0.47700000000000004,3.1,3.4,0.903,0.6,2.4,3.0,5.6,1.2,0.3,2.9,2.6,24.9,104.0,116,13.0,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0.037000000000000005,0.0,-4.0,-3.9,-0.8,0
211,Jordan Crawford\crawfjo02,SG,29,NOP,5,0,53,10.8,24.3,0.444,7.2,12.6,0.5710000000000001,3.6,11.7,0.308,0.9,0.9,1.0,1.8,1.8,3.6,11.7,0.9,0.9,4.5,6.3,29.7,116.0,113,19.1,0.601,0.519,0.037000000000000005,4.2,4.0,4.1,37.7,0.9,1.5,15.4,26.5,0.1,0.0,0.2,0.15,3.9,-4.8,-0.9,0.0,0
212,Jae Crowder\crowdja01,SF,27,TOT,80,47,2090,6.4,15.9,0.40399999999999997,2.6,8.1,0.32299999999999995,3.8,7.8,0.488,2.9,3.5,0.818,1.4,5.1,6.5,2.3,1.5,0.5,1.7,4.4,18.3,105.0,111,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-0.8,-0.9,-1.7,0.1,0
213,Jae Crowder\crowdja01,SF,27,TOT,80,47,2090,6.4,15.9,0.40399999999999997,2.6,8.1,0.32299999999999995,3.8,7.8,0.488,2.9,3.5,0.818,1.4,5.1,6.5,2.3,1.5,0.5,1.7,4.4,18.3,105.0,111,10.2,0.545,0.503,0.245,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,1.1,0.6,1.7,0.059000000000000004,-0.6,-1.2,-1.8,0.1,0
214,Jae Crowder\crowdja01,SF,27,TOT,80,47,2090,6.4,15.9,0.40399999999999997,2.6,8.1,0.32299999999999995,3.8,7.8,0.488,2.9,3.5,0.818,1.4,5.1,6.5,2.3,1.5,0.5,1.7,4.4,18.3,105.0,111,10.8,0.499,0.515,0.19,2.8,12.7,7.8,8.6,1.6,1.0,9.1,21.3,-0.1,1.0,0.9,0.06,-1.3,-0.4,-1.6,0.1,0
215,Jae Crowder\crowdja01,SF,27,CLE,53,47,1346,5.7,13.7,0.418,2.3,6.9,0.32799999999999996,3.5,6.8,0.508,2.8,3.3,0.848,1.5,4.8,6.3,2.1,1.5,0.4,1.5,4.5,16.5,109.0,113,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-0.8,-0.9,-1.7,0.1,0
216,Jae Crowder\crowdja01,SF,27,CLE,53,47,1346,5.7,13.7,0.418,2.3,6.9,0.32799999999999996,3.5,6.8,0.508,2.8,3.3,0.848,1.5,4.8,6.3,2.1,1.5,0.4,1.5,4.5,16.5,109.0,113,10.2,0.545,0.503,0.245,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,1.1,0.6,1.7,0.059000000000000004,-0.6,-1.2,-1.8,0.1,0
217,Jae Crowder\crowdja01,SF,27,CLE,53,47,1346,5.7,13.7,0.418,2.3,6.9,0.32799999999999996,3.5,6.8,0.508,2.8,3.3,0.848,1.5,4.8,6.3,2.1,1.5,0.4,1.5,4.5,16.5,109.0,113,10.8,0.499,0.515,0.19,2.8,12.7,7.8,8.6,1.6,1.0,9.1,21.3,-0.1,1.0,0.9,0.06,-1.3,-0.4,-1.6,0.1,0
218,Jae Crowder\crowdja01,SF,27,UTA,27,0,744,7.7,19.9,0.386,3.2,10.2,0.316,4.4,9.6,0.462,2.9,3.8,0.768,1.2,5.7,6.9,2.8,1.6,0.6,2.2,4.2,21.5,99.0,106,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-0.8,-0.9,-1.7,0.1,0
219,Jae Crowder\crowdja01,SF,27,UTA,27,0,744,7.7,19.9,0.386,3.2,10.2,0.316,4.4,9.6,0.462,2.9,3.8,0.768,1.2,5.7,6.9,2.8,1.6,0.6,2.2,4.2,21.5,99.0,106,10.2,0.545,0.503,0.245,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,1.1,0.6,1.7,0.059000000000000004,-0.6,-1.2,-1.8,0.1,0
220,Jae Crowder\crowdja01,SF,27,UTA,27,0,744,7.7,19.9,0.386,3.2,10.2,0.316,4.4,9.6,0.462,2.9,3.8,0.768,1.2,5.7,6.9,2.8,1.6,0.6,2.2,4.2,21.5,99.0,106,10.8,0.499,0.515,0.19,2.8,12.7,7.8,8.6,1.6,1.0,9.1,21.3,-0.1,1.0,0.9,0.06,-1.3,-0.4,-1.6,0.1,0
221,Dante Cunningham\cunnida01,SF,30,TOT,73,25,1562,5.0,11.2,0.451,1.8,5.2,0.345,3.3,6.0,0.541,1.0,1.6,0.596,2.4,6.8,9.2,1.5,1.2,0.9,1.0,3.4,12.8,110.0,110,10.0,0.539,0.462,0.14300000000000002,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.07400000000000001,-1.4,0.1,-1.4,0.2,0
222,Dante Cunningham\cunnida01,SF,30,TOT,73,25,1562,5.0,11.2,0.451,1.8,5.2,0.345,3.3,6.0,0.541,1.0,1.6,0.596,2.4,6.8,9.2,1.5,1.2,0.9,1.0,3.4,12.8,110.0,110,8.4,0.525,0.48,0.16,5.0,13.4,9.4,3.0,1.2,1.1,6.2,10.0,0.7,0.9,1.6,0.067,-1.6,-0.1,-1.7,0.1,0
223,Dante Cunningham\cunnida01,SF,30,TOT,73,25,1562,5.0,11.2,0.451,1.8,5.2,0.345,3.3,6.0,0.541,1.0,1.6,0.596,2.4,6.8,9.2,1.5,1.2,0.9,1.0,3.4,12.8,110.0,110,13.8,0.561,0.43200000000000005,0.115,6.6,18.5,12.5,7.6,1.3,2.3,10.4,15.8,0.4,0.4,0.9,0.092,-1.0,0.4,-0.6,0.2,0
224,Dante Cunningham\cunnida01,SF,30,NOP,51,24,1115,4.2,9.6,0.44,1.5,4.6,0.324,2.7,5.0,0.547,0.9,1.5,0.556,2.1,6.1,8.3,1.1,1.2,0.7,0.7,3.2,10.8,110.0,111,10.0,0.539,0.462,0.14300000000000002,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.07400000000000001,-1.4,0.1,-1.4,0.2,0
225,Dante Cunningham\cunnida01,SF,30,NOP,51,24,1115,4.2,9.6,0.44,1.5,4.6,0.324,2.7,5.0,0.547,0.9,1.5,0.556,2.1,6.1,8.3,1.1,1.2,0.7,0.7,3.2,10.8,110.0,111,8.4,0.525,0.48,0.16,5.0,13.4,9.4,3.0,1.2,1.1,6.2,10.0,0.7,0.9,1.6,0.067,-1.6,-0.1,-1.7,0.1,0
226,Dante Cunningham\cunnida01,SF,30,NOP,51,24,1115,4.2,9.6,0.44,1.5,4.6,0.324,2.7,5.0,0.547,0.9,1.5,0.556,2.1,6.1,8.3,1.1,1.2,0.7,0.7,3.2,10.8,110.0,111,13.8,0.561,0.43200000000000005,0.115,6.6,18.5,12.5,7.6,1.3,2.3,10.4,15.8,0.4,0.4,0.9,0.092,-1.0,0.4,-0.6,0.2,0
227,Dante Cunningham\cunnida01,SF,30,BRK,22,1,447,7.1,15.1,0.46799999999999997,2.5,6.5,0.38299999999999995,4.6,8.6,0.532,1.2,1.7,0.688,3.0,8.4,11.4,2.4,1.3,1.5,1.8,3.9,17.8,110.0,109,10.0,0.539,0.462,0.14300000000000002,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.07400000000000001,-1.4,0.1,-1.4,0.2,0
228,Dante Cunningham\cunnida01,SF,30,BRK,22,1,447,7.1,15.1,0.46799999999999997,2.5,6.5,0.38299999999999995,4.6,8.6,0.532,1.2,1.7,0.688,3.0,8.4,11.4,2.4,1.3,1.5,1.8,3.9,17.8,110.0,109,8.4,0.525,0.48,0.16,5.0,13.4,9.4,3.0,1.2,1.1,6.2,10.0,0.7,0.9,1.6,0.067,-1.6,-0.1,-1.7,0.1,0
229,Dante Cunningham\cunnida01,SF,30,BRK,22,1,447,7.1,15.1,0.46799999999999997,2.5,6.5,0.38299999999999995,4.6,8.6,0.532,1.2,1.7,0.688,3.0,8.4,11.4,2.4,1.3,1.5,1.8,3.9,17.8,110.0,109,13.8,0.561,0.43200000000000005,0.115,6.6,18.5,12.5,7.6,1.3,2.3,10.4,15.8,0.4,0.4,0.9,0.092,-1.0,0.4,-0.6,0.2,0
230,Stephen Curry\curryst01,PG,29,GSW,51,51,1631,12.6,25.5,0.495,6.3,14.8,0.423,6.4,10.7,0.595,8.2,8.9,0.9209999999999999,1.1,6.6,7.7,9.2,2.4,0.2,4.5,3.4,39.8,125.0,108,28.2,0.675,0.58,0.35,2.7,14.4,9.0,30.3,2.4,0.4,13.3,31.0,7.2,1.9,9.1,0.267,9.9,-1.3,8.6,4.4,1
231,Troy Daniels\danietr01,SG,26,PHO,79,15,1622,6.8,17.0,0.40299999999999997,5.4,13.5,0.4,1.4,3.5,0.419,1.7,1.9,0.875,0.4,3.4,3.7,1.4,0.8,0.1,1.7,4.0,20.7,109.0,117,9.8,0.583,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0.0,1.4,0.042,0.7,-3.6,-2.9,-0.4,0
232,Anthony Davis\davisan02,PF,24,NOP,75,75,2727,13.7,25.6,0.534,1.0,2.8,0.34,12.7,22.8,0.5579999999999999,8.7,10.5,0.828,3.3,11.3,14.6,3.0,2.0,3.4,2.8,2.8,36.9,119.0,102,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,8.8,4.9,13.7,0.24100000000000002,2.8,2.3,5.2,4.9,1
233,Deyonta Davis\davisde01,C,21,MEM,62,6,943,8.6,14.2,0.608,0.0,0.0,,8.6,14.2,0.608,2.0,3.1,0.667,4.0,9.4,13.4,2.1,0.8,2.1,1.7,6.7,19.3,122.0,110,16.6,0.621,0.0,0.215,9.0,22.0,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-1.3,0.4,-0.9,0.3,0
234,Ed Davis\davised01,C,28,POR,78,0,1471,5.7,9.9,0.5820000000000001,0.0,0.0,0.0,5.7,9.8,0.584,2.5,3.8,0.667,6.2,13.3,19.4,1.4,1.1,1.8,2.2,6.4,14.0,121.0,103,15.5,0.607,0.003,0.38,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5.0,0.16399999999999998,-1.8,1.8,0.0,0.7,0
235,Dewayne Dedmon\dedmode01,C,28,ATL,62,46,1542,7.9,15.1,0.524,1.6,4.5,0.355,6.3,10.6,0.595,2.1,2.7,0.779,3.2,12.3,15.5,2.9,1.3,1.6,2.7,5.1,19.5,111.0,107,15.8,0.599,0.29600000000000004,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-1.0,1.6,0.5,1.0,0
236,Sam Dekker\dekkesa01,PF,23,LAC,73,1,883,7.0,14.3,0.494,0.6,3.3,0.16699999999999998,6.5,11.0,0.593,2.0,3.1,0.6609999999999999,2.4,7.2,9.6,2.1,1.3,0.5,1.8,3.9,16.7,107.0,111,11.5,0.534,0.23199999999999998,0.21600000000000003,5.6,16.0,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,0.066,-2.1,-1.0,-3.1,-0.2,0
237,Malcolm Delaney\delanma01,PG,28,ATL,54,3,1014,5.3,13.7,0.382,2.2,6.0,0.371,3.0,7.8,0.391,3.6,4.4,0.804,0.4,4.4,4.8,7.9,1.7,0.3,3.2,4.0,16.3,104.0,113,10.6,0.519,0.435,0.32299999999999995,1.0,10.0,5.5,23.4,1.7,0.5,16.9,16.9,0.4,0.6,1.0,0.047,-2.0,-1.5,-3.6,-0.4,0
238,Matthew Dellavedova\dellama01,PG,27,MIL,38,3,712,3.9,10.6,0.36200000000000004,2.0,5.5,0.37200000000000005,1.8,5.2,0.35100000000000003,1.8,1.9,0.9259999999999999,1.0,3.5,4.5,10.2,1.0,0.0,3.4,4.7,11.5,104.0,115,8.6,0.5,0.513,0.17800000000000002,2.3,8.2,5.3,27.4,1.0,0.0,23.0,13.5,0.3,0.2,0.5,0.032,-2.3,-3.6,-5.9,-0.7,0
239,Luol Deng\denglu01,SF,32,LAL,1,1,13,3.7,7.4,0.5,0.0,0.0,,3.7,7.4,0.5,0.0,0.0,,0.0,0.0,0.0,3.7,3.7,0.0,3.7,0.0,7.4,77.0,109,5.5,0.5,0.0,0.0,0.0,0.0,0.0,10.1,3.7,0.0,33.3,9.8,0.0,0.0,0.0,-0.018000000000000002,-7.2,-1.3,-8.5,0.0,0
240,DeMar DeRozan\derozde01,SG,28,TOR,80,80,2711,11.7,25.7,0.456,1.6,5.2,0.31,10.1,20.5,0.494,8.4,10.2,0.825,1.1,4.7,5.7,7.6,1.5,0.4,3.2,2.7,33.5,114.0,109,21.0,0.555,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,2.7,-0.9,1.8,2.6,1
241,Cheick Diallo\diallch01,PF,21,NOP,52,0,581,8.4,14.5,0.58,0.0,0.0,,8.4,14.5,0.58,4.1,5.4,0.758,3.9,13.5,17.3,1.6,0.9,1.7,2.3,6.7,20.9,118.0,105,17.0,0.619,0.0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12.0,17.4,1.1,0.8,1.9,0.157,-2.8,-0.3,-3.1,-0.2,0
242,Gorgui Dieng\dienggo01,C,28,MIN,79,0,1333,7.0,14.6,0.479,0.7,2.3,0.311,6.3,12.3,0.511,3.0,3.8,0.775,4.0,9.5,13.5,2.7,1.7,1.5,2.2,5.5,17.6,112.0,109,14.7,0.5429999999999999,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,1.6,1.4,2.9,0.105,-1.0,0.6,-0.4,0.5,0
243,Spencer Dinwiddie\dinwisp01,PG,24,BRK,80,58,2306,6.8,17.6,0.387,3.0,9.1,0.326,3.9,8.5,0.452,4.6,5.6,0.813,0.8,4.6,5.5,11.0,1.4,0.5,2.7,3.9,21.2,114.0,112,15.9,0.527,0.517,0.32,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,4.3,1.4,5.7,0.11800000000000001,2.1,-1.8,0.2,1.3,0
244,Tyler Dorsey\dorsety01,SG,21,ATL,56,5,974,7.2,19.2,0.377,3.6,10.0,0.36200000000000004,3.6,9.2,0.39299999999999996,2.3,3.2,0.7140000000000001,0.9,5.7,6.5,4.0,0.9,0.3,1.9,3.2,20.3,100.0,114,10.0,0.494,0.521,0.165,1.9,12.9,7.4,12.5,0.9,0.4,8.3,20.0,0.0,0.4,0.4,0.02,-1.8,-2.5,-4.2,-0.5,0
245,Damyean Dotson\dotsoda01,SG,23,NYK,44,2,474,7.5,16.8,0.447,2.3,7.1,0.324,5.2,9.7,0.5379999999999999,1.7,2.4,0.696,0.9,7.8,8.8,3.2,1.3,0.2,1.8,3.6,19.0,106.0,112,11.6,0.532,0.42200000000000004,0.14300000000000002,2.1,17.5,9.8,9.5,1.3,0.4,9.0,17.3,0.3,0.3,0.6,0.06,-1.4,-1.7,-3.1,-0.1,0
246,Milton Doyle\doylemi01,SG,24,BRK,10,0,125,5.0,18.3,0.27699999999999997,1.6,8.9,0.174,3.5,9.3,0.375,1.6,3.1,0.5,1.2,5.8,7.0,3.9,2.3,0.8,0.8,5.0,13.2,81.0,109,5.2,0.337,0.489,0.17,2.5,12.9,7.6,11.7,2.3,1.2,3.8,18.2,-0.3,0.1,-0.1,-0.052000000000000005,-5.2,-0.6,-5.8,-0.1,0
247,PJ Dozier\doziepj01,PG,21,OKC,2,0,3,16.5,33.1,0.5,0.0,0.0,,16.5,33.1,0.5,0.0,0.0,,0.0,16.5,16.5,0.0,0.0,0.0,16.5,16.5,33.1,59.0,107,-5.0,0.5,0.0,0.0,0.0,38.3,18.5,0.0,0.0,0.0,33.3,42.9,0.0,0.0,0.0,-0.40399999999999997,-23.5,-10.5,-34.0,0.0,0
248,Goran Dragic\dragigo01,PG,31,MIA,75,75,2378,10.2,22.7,0.45,2.3,6.3,0.37,7.9,16.4,0.48100000000000004,4.6,5.7,0.8009999999999999,1.1,5.3,6.5,7.6,1.3,0.3,3.5,3.8,27.4,108.0,109,16.6,0.5429999999999999,0.27899999999999997,0.252,2.5,12.0,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,1.0,-1.1,-0.1,1.2,0
249,Larry Drew\drewla02,PG,27,TOT,10,0,70,4.8,16.4,0.292,2.0,6.1,0.33299999999999996,2.7,10.2,0.267,0.0,0.0,,2.0,0.0,2.0,6.8,0.0,0.0,2.0,4.1,11.6,87.0,117,2.9,0.354,0.375,0.0,4.8,0.0,2.3,18.5,0.0,0.0,11.1,16.6,-0.1,0.0,-0.1,-0.061,-5.4,-5.3,-10.7,-0.2,0
250,Larry Drew\drewla02,PG,27,TOT,10,0,70,4.8,16.4,0.292,2.0,6.1,0.33299999999999996,2.7,10.2,0.267,0.0,0.0,,2.0,0.0,2.0,6.8,0.0,0.0,2.0,4.1,11.6,87.0,117,-9.4,0.14300000000000002,0.429,0.0,7.5,0.0,3.6,17.1,0.0,0.0,12.5,22.8,-0.1,0.0,-0.1,-0.299,-12.2,-5.2,-17.4,-0.1,0
251,Larry Drew\drewla02,PG,27,TOT,10,0,70,4.8,16.4,0.292,2.0,6.1,0.33299999999999996,2.7,10.2,0.267,0.0,0.0,,2.0,0.0,2.0,6.8,0.0,0.0,2.0,4.1,11.6,87.0,117,6.3,0.441,0.353,0.0,4.1,0.0,2.0,18.9,0.0,0.0,10.5,15.0,0.0,0.0,0.0,0.003,-3.5,-5.4,-8.9,-0.1,0
252,Larry Drew\drewla02,PG,27,PHI,3,0,15,3.2,22.4,0.14300000000000002,0.0,9.6,0.0,3.2,12.8,0.25,0.0,0.0,,3.2,0.0,3.2,6.4,0.0,0.0,3.2,6.4,6.4,51.0,114,2.9,0.354,0.375,0.0,4.8,0.0,2.3,18.5,0.0,0.0,11.1,16.6,-0.1,0.0,-0.1,-0.061,-5.4,-5.3,-10.7,-0.2,0
253,Larry Drew\drewla02,PG,27,PHI,3,0,15,3.2,22.4,0.14300000000000002,0.0,9.6,0.0,3.2,12.8,0.25,0.0,0.0,,3.2,0.0,3.2,6.4,0.0,0.0,3.2,6.4,6.4,51.0,114,-9.4,0.14300000000000002,0.429,0.0,7.5,0.0,3.6,17.1,0.0,0.0,12.5,22.8,-0.1,0.0,-0.1,-0.299,-12.2,-5.2,-17.4,-0.1,0
254,Larry Drew\drewla02,PG,27,PHI,3,0,15,3.2,22.4,0.14300000000000002,0.0,9.6,0.0,3.2,12.8,0.25,0.0,0.0,,3.2,0.0,3.2,6.4,0.0,0.0,3.2,6.4,6.4,51.0,114,6.3,0.441,0.353,0.0,4.1,0.0,2.0,18.9,0.0,0.0,10.5,15.0,0.0,0.0,0.0,0.003,-3.5,-5.4,-8.9,-0.1,0
255,Larry Drew\drewla02,PG,27,NOP,7,0,55,5.2,14.8,0.353,2.6,5.2,0.5,2.6,9.5,0.273,0.0,0.0,,1.7,0.0,1.7,6.9,0.0,0.0,1.7,3.5,13.0,101.0,118,2.9,0.354,0.375,0.0,4.8,0.0,2.3,18.5,0.0,0.0,11.1,16.6,-0.1,0.0,-0.1,-0.061,-5.4,-5.3,-10.7,-0.2,0
