,Player_x,Pos_x,Tm_x,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,ORtg,DRtg,Player_year,Year,TS%,3PAr,FTr,OWS,DWS,Abrv,Team_full,principal component 1,principal component 2,Cluster,All-Star_caliber
509,Bobby Brown\brownbo02,PG,HOU,0.4,0.36,1.0,0.0,2.3,2.3,5.5,0.4,0.0,2.0,105.0,116,Bobby Brown\brownbo02/2017,2017,0.509,0.583,0.033,0.1,0.0,HOU,Houston Rockets/2017,2.337983132505636,-0.29822463597284105,Combo Guard,0
510,Clint Capela\capelca01,C,HOU,0.0,0.643,0.531,5.5,10.8,16.3,1.9,1.1,2.4,5.5,122.0,106,Clint Capela\capelca01/2017,2017,0.638,0.0,0.314,3.8,2.1,HOU,Houston Rockets/2017,-3.3637156816959157,0.5770527971420049,Post-Heavy Big Man,0
511,Sam Dekker\dekkesa01,PF,HOU,0.321,0.591,0.5589999999999999,3.2,6.4,9.6,2.6,1.3,0.7,2.8,115.0,110,Sam Dekker\dekkesa01/2017,2017,0.5489999999999999,0.436,0.159,1.9,1.2,HOU,Houston Rockets/2017,-0.14281923213579714,-1.4182560584908377,Defensive Forward,0
512,Eric Gordon\gordoer01,SG,HOU,0.3720000000000001,0.468,0.84,0.6,3.6,4.2,3.9,1.0,0.8,3.1,109.0,113,Eric Gordon\gordoer01/2017,2017,0.557,0.6509999999999999,0.172,2.5,1.4,HOU,Houston Rockets/2017,1.103570821346558,-1.125927241356507,3 & D Wing,0
513,James Harden\hardeja01,PG,HOU,0.34700000000000003,0.53,0.847,1.5,9.2,10.7,14.8,2.0,0.6,3.5,118.0,107,James Harden\hardeja01/2017,2017,0.613,0.493,0.575,11.5,3.6,HOU,Houston Rockets/2017,2.0841879981494826,3.4533507318419425,Primary Distributing Ballhandler,1
514,Montrezl Harrell\harremo01,C,HOU,0.14300000000000002,0.6629999999999999,0.628,3.7,6.2,9.9,2.9,0.9,1.9,5.7,129.0,110,Montrezl Harrell\harremo01/2017,2017,0.662,0.02,0.35100000000000003,3.1,1.0,HOU,Houston Rockets/2017,-1.701044718548451,0.714238815421797,Pace & Space Forward,0
515,Nene Hilario\hilarne01,C,HOU,0.333,0.624,0.589,3.8,7.5,11.3,2.6,2.2,1.6,6.5,118.0,106,Nene Hilario\hilarne01/2017,2017,0.63,0.023,0.496,2.5,1.6,HOU,Houston Rockets/2017,-1.4946256954862893,0.0010012379106945966,Offensive Big Man,0
516,Chinanu Onuaku\onuakch01,C,HOU,0.0,0.7140000000000001,1.0,1.8,7.4,9.2,2.8,2.8,0.9,5.5,119.0,106,Chinanu Onuaku\onuakch01/2017,2017,0.799,0.0,0.5710000000000001,0.1,0.1,HOU,Houston Rockets/2017,-0.7618303363071915,1.1185772256310529,Pace & Space Forward,0
517,Isaiah Taylor\taylois01,PG,HOU,0.0,0.2,0.5,0.9,1.8,2.8,2.8,0.9,0.9,5.5,73.0,114,Isaiah Taylor\taylois01/2017,2017,0.19,0.28600000000000003,0.28600000000000003,-0.1,0.0,HOU,Houston Rockets/2017,0.9263402261784305,-0.4044255546116691,Slashing Guard,0
518,Kyle Wiltjer\wiltjky01,PF,HOU,0.308,0.0,0.5,4.4,6.5,10.9,2.2,3.3,1.1,4.4,81.0,105,Kyle Wiltjer\wiltjky01/2017,2017,0.4370000000000001,0.929,0.14300000000000002,-0.1,0.1,HOU,Houston Rockets/2017,-0.15439926432325615,-1.038599970896752,Defensive Forward,0
519,Ryan Anderson\anderry01,PF,HOU,0.386,0.539,0.774,2.7,6.8,9.4,1.7,0.7,0.6,3.6,121.0,109,Ryan Anderson\anderry01/2018,2018,0.5920000000000001,0.706,0.194,3.1,1.7,HOU,Houston Rockets/2018,-0.4097883057690576,-1.7716972913797056,Defensive Forward,0
520,Trevor Ariza\arizatr01,SF,HOU,0.368,0.519,0.8540000000000001,0.7,5.7,6.4,2.3,2.1,0.3,2.9,114.0,107,Trevor Ariza\arizatr01/2018,2018,0.5670000000000001,0.71,0.13699999999999998,2.6,2.8,HOU,Houston Rockets/2018,0.7797765772551624,-2.248393844640401,3 & D Wing,0
521,Tarik Black\blackta01,C,HOU,0.091,0.638,0.46,5.8,9.2,15.0,1.2,1.9,2.8,9.8,110.0,102,Tarik Black\blackta01/2018,2018,0.5820000000000001,0.087,0.496,0.5,1.0,HOU,Houston Rockets/2018,-3.3899060171152486,0.9731019532206235,Post-Heavy Big Man,0
522,Bobby Brown\brownbo02,PG,HOU,0.275,0.444,0.5,0.0,3.0,3.0,4.7,1.7,0.0,2.6,83.0,110,Bobby Brown\brownbo02/2018,2018,0.425,0.69,0.034,-0.3,0.1,HOU,Houston Rockets/2018,2.448319240159213,-0.7486595565823031,Slashing Guard,0
523,Markel Brown\brownma02,SG,HOU,0.2,0.5,0.0,1.6,6.3,7.9,3.2,0.0,0.0,9.5,74.0,111,Markel Brown\brownma02/2018,2018,0.35700000000000004,0.7140000000000001,0.0,-0.1,0.0,HOU,Houston Rockets/2018,0.7266186205175824,-0.4704219564055732,Slashing Guard,0
524,Clint Capela\capelca01,C,HOU,0.0,0.653,0.56,5.8,13.6,19.4,1.6,1.4,3.3,4.5,126.0,101,Clint Capela\capelca01/2018,2018,0.65,0.001,0.38,6.2,4.1,HOU,Houston Rockets/2018,-4.476151925389281,0.38656715053277874,Post-Heavy Big Man,1
525,Eric Gordon\gordoer01,SG,HOU,0.359,0.544,0.809,0.6,3.3,3.9,3.5,1.0,0.6,2.6,110.0,110,Eric Gordon\gordoer01/2018,2018,0.578,0.627,0.248,2.9,1.8,HOU,Houston Rockets/2018,1.143129431356984,-1.1295548444967982,3 & D Wing,0
526,Gerald Green\greenge01,SG,HOU,0.369,0.504,0.85,0.8,6.2,7.0,1.3,1.3,0.8,4.6,109.0,108,Gerald Green\greenge01/2018,2018,0.5660000000000001,0.722,0.145,1.0,1.0,HOU,Houston Rockets/2018,0.18291182378018042,-1.7586072740769656,3 & D Wing,0
527,James Harden\hardeja01,SG,HOU,0.3670000000000001,0.531,0.858,0.8,6.7,7.5,12.2,2.4,1.0,3.3,120.0,105,James Harden\hardeja01/2018,2018,0.619,0.498,0.502,11.6,3.8,HOU,Houston Rockets/2018,1.8063220117241827,2.564950549843318,Primary Distributing Ballhandler,1
528,Nene Hilario\hilarne01,C,HOU,0.0,0.574,0.636,3.5,7.9,11.4,2.9,1.8,0.9,8.0,117.0,105,Nene Hilario\hilarne01/2018,2018,0.594,0.008,0.448,1.5,1.1,HOU,Houston Rockets/2018,-1.4335868391416697,1.2080711302303389,Pace & Space Forward,0
529,R.J. Hunter\hunterj01,SG,HOU,0.214,0.667,1.0,0.0,5.5,5.5,3.3,3.3,0.0,7.7,92.0,105,R.J. Hunter\hunterj01/2018,2018,0.455,0.7,0.1,0.0,0.1,HOU,Houston Rockets/2018,1.3618699308484457,-0.9349024321350521,Slashing Guard,0
530,Aaron Jackson\jacksaa01,PG,HOU,0.25,0.4,0.5,2.8,1.4,4.2,1.4,0.0,0.0,5.6,91.0,114,Aaron Jackson\jacksaa01/2018,2018,0.405,0.444,0.222,0.0,0.0,HOU,Houston Rockets/2018,0.5279197385718826,-0.9697736988195609,Slashing Guard,0
531,Luc Mbah a Moute\mbahalu01,PF,HOU,0.364,0.599,0.684,0.7,5.2,5.9,1.7,2.3,0.8,3.1,107.0,106,Luc Mbah a Moute\mbahalu01/2018,2018,0.595,0.501,0.275,0.8,2.1,HOU,Houston Rockets/2018,0.524039357483287,-1.9056247487800477,3 & D Wing,0
532,Chinanu Onuaku\onuakch01,C,HOU,0.0,0.4,0.0,2.2,6.7,8.9,2.2,0.0,0.0,8.9,62.0,111,Chinanu Onuaku\onuakch01/2018,2018,0.4,0.0,0.0,-0.1,0.0,HOU,Houston Rockets/2018,-0.4496880776163644,1.056846690427889,Pace & Space Forward,0
533,Chris Paul\paulch01,PG,HOU,0.38,0.532,0.919,1.0,7.4,8.3,12.2,2.6,0.4,3.8,126.0,105,Chris Paul\paulch01/2018,2018,0.604,0.475,0.277,7.5,2.7,HOU,Houston Rockets/2018,2.0985750444904325,2.609861857139289,Primary Distributing Ballhandler,1
534,Zhou Qi\qizh01,C,HOU,0.105,0.308,0.667,2.4,6.3,8.7,0.8,0.8,5.6,5.6,61.0,102,Zhou Qi\qizh01/2018,2018,0.295,0.594,0.375,-0.5,0.2,HOU,Houston Rockets/2018,-2.6754146882059833,0.3324906728381809,Offensive Big Man,0
535,Tim Quarterman\quartti01,SG,HOU,0.0,1.0,1.0,0.0,11.4,11.4,3.8,0.0,0.0,3.8,78.0,109,Tim Quarterman\quartti01/2018,2018,0.515,0.667,0.667,0.0,0.0,HOU,Houston Rockets/2018,0.6747588650592315,-0.682404713053911,Slashing Guard,0
536,Darrell Arthur\arthuda01,PF,DEN,0.385,0.473,0.755,2.8,6.8,9.7,3.2,1.8,1.6,6.1,104.0,108,Darrell Arthur\arthuda01/2016,2016,0.514,0.239,0.108,1.0,1.3,DEN,Denver Nuggets/2016,-0.6086326237306793,-0.3846248105525087,Defensive Forward,0
537,Will Barton\bartowi01,SG,DEN,0.345,0.476,0.8059999999999999,1.3,8.9,10.1,4.3,1.5,0.8,3.1,105.0,108,Will Barton\bartowi01/2016,2016,0.535,0.331,0.273,2.4,1.9,DEN,Denver Nuggets/2016,0.18811798616198674,-0.717497863051358,Defensive Forward,0
538,Kenneth Faried\farieke01,PF,DEN,0.5,0.5579999999999999,0.613,7.0,10.2,17.2,2.3,0.9,1.8,5.0,116.0,107,Kenneth Faried\farieke01/2016,2016,0.5770000000000001,0.003,0.355,4.0,1.5,DEN,Denver Nuggets/2016,-2.757172343695864,-0.2618445955873933,Offensive Big Man,0
539,Danilo Gallinari\gallida01,SF,DEN,0.364,0.434,0.868,1.4,6.2,7.7,3.7,1.1,0.5,2.4,120.0,111,Danilo Gallinari\gallida01/2016,2016,0.5820000000000001,0.341,0.617,5.5,0.9,DEN,Denver Nuggets/2016,0.540086138330053,-0.8178889895140128,Slashing Guard,0
540,Gary Harris\harriga01,SG,DEN,0.354,0.5429999999999999,0.82,1.1,3.4,4.5,3.0,2.0,0.4,2.9,110.0,111,Gary Harris\harriga01/2016,2016,0.5660000000000001,0.388,0.174,2.8,1.2,DEN,Denver Nuggets/2016,0.9853724726780912,-1.4607038728612314,3 & D Wing,0
541,Nikola Jokic\jokicni01,C,DEN,0.333,0.541,0.8109999999999999,5.2,11.0,16.2,5.5,2.3,1.4,6.0,118.0,104,Nikola Jokic\jokicni01/2016,2016,0.5820000000000001,0.14,0.317,4.5,2.2,DEN,Denver Nuggets/2016,-1.5614694539171754,0.8388916570347309,Pace & Space Forward,1
542,Mike Miller\millemi01,SF,DEN,0.365,0.3,0.0,0.8,6.3,7.1,5.4,1.7,0.5,7.1,100.0,109,Mike Miller\millemi01/2016,2016,0.508,0.8390000000000001,0.0,0.1,0.3,DEN,Denver Nuggets/2016,1.6479224743839826,-0.4117901179530613,Slashing Guard,0
543,Kostas Papanikolaou\papanko01,SF,DEN,0.313,0.412,0.643,1.4,5.5,6.8,2.7,2.2,0.9,4.1,83.0,109,Kostas Papanikolaou\papanko01/2016,2016,0.464,0.485,0.212,-0.4,0.2,DEN,Denver Nuggets/2016,0.6035409919580335,-1.1626489859544573,3 & D Wing,0
544,Darrell Arthur\arthuda01,PF,DEN,0.453,0.429,0.8640000000000001,1.9,6.6,8.6,3.2,1.5,1.6,5.8,110.0,112,Darrell Arthur\arthuda01/2017,2017,0.583,0.544,0.102,0.6,0.4,DEN,Denver Nuggets/2017,-0.2552350235963901,-0.5685632842396128,Defensive Forward,0
545,Will Barton\bartowi01,SG,DEN,0.37,0.483,0.753,1.7,5.8,7.4,5.9,1.4,0.8,3.2,112.0,114,Will Barton\bartowi01/2017,2017,0.547,0.353,0.285,2.5,0.8,DEN,Denver Nuggets/2017,0.7436125323417251,0.10477926306423023,Slashing Guard,0
546,Malik Beasley\beaslma01,SG,DEN,0.321,0.5329999999999999,0.8,1.5,3.6,5.0,3.3,2.1,0.0,3.0,107.0,114,Malik Beasley\beaslma01/2017,2017,0.536,0.384,0.13699999999999998,0.1,0.1,DEN,Denver Nuggets/2017,1.1257536307781348,-1.1673369973592245,3 & D Wing,0
547,Wilson Chandler\chandwi01,SF,DEN,0.337,0.527,0.727,2.3,7.9,10.2,3.1,1.1,0.7,3.8,109.0,113,Wilson Chandler\chandwi01/2017,2017,0.545,0.34700000000000003,0.207,2.4,1.1,DEN,Denver Nuggets/2017,-0.29217316301162205,-0.990823253717577,Defensive Forward,0
548,Kenneth Faried\farieke01,PF,DEN,0.0,0.556,0.693,6.9,10.5,17.4,2.1,1.6,1.5,4.7,123.0,110,Kenneth Faried\farieke01/2017,2017,0.588,0.014,0.454,3.3,1.2,DEN,Denver Nuggets/2017,-3.0918917424482455,0.3066485237923314,Offensive Big Man,0
549,Danilo Gallinari\gallida01,SF,DEN,0.389,0.491,0.902,0.9,6.5,7.4,3.1,0.9,0.3,2.1,126.0,115,Danilo Gallinari\gallida01/2017,2017,0.622,0.4320000000000001,0.516,6.2,0.7,DEN,Denver Nuggets/2017,0.3840907547882405,-1.3069401925530533,3 & D Wing,1
550,Alonzo Gee\geeal01,SF,DEN,0.0,0.273,0.556,2.2,6.0,8.2,3.3,2.7,0.5,7.7,78.0,111,Alonzo Gee\geeal01/2017,2017,0.306,0.214,0.643,-0.1,0.1,DEN,Denver Nuggets/2017,0.1132188363527585,0.033154948165705744,Slashing Guard,0
551,Gary Harris\harriga01,SG,DEN,0.42,0.5579999999999999,0.7759999999999999,1.3,3.6,4.9,4.5,1.9,0.2,2.5,121.0,114,Gary Harris\harriga01/2017,2017,0.611,0.4,0.21,3.9,0.7,DEN,Denver Nuggets/2017,1.237952678611368,-0.8563130191868988,Slashing Guard,0
552,Juan Hernangomez\hernaju01,PF,DEN,0.407,0.495,0.75,2.5,8.4,10.8,1.7,1.7,0.7,3.6,117.0,112,Juan Hernangomez\hernaju01/2017,2017,0.5920000000000001,0.504,0.339,1.2,0.6,DEN,Denver Nuggets/2017,-0.5054712581398474,-1.847155755144586,Defensive Forward,0
553,Nikola Jokic\jokicni01,C,DEN,0.324,0.628,0.825,5.1,12.1,17.2,8.6,1.5,1.3,5.1,126.0,109,Nikola Jokic\jokicni01/2017,2017,0.64,0.163,0.267,7.7,2.0,DEN,Denver Nuggets/2017,-1.2965689474637865,2.176413456181347,Pace & Space Forward,1
554,Mike Miller\millemi01,SF,DEN,0.4,0.333,1.0,0.6,11.6,12.3,7.1,0.6,0.0,2.9,98.0,113,Mike Miller\millemi01/2017,2017,0.586,0.87,0.087,0.0,0.1,DEN,Denver Nuggets/2017,1.495607224097689,0.25324858202837797,Combo Guard,0
555,Jamal Murray\murraja01,SG,DEN,0.334,0.466,0.883,1.1,4.8,5.9,4.7,1.4,0.7,3.4,103.0,114,Jamal Murray\murraja01/2017,2017,0.518,0.471,0.16399999999999998,0.6,0.7,DEN,Denver Nuggets/2017,1.0180445248641932,-0.4896195143207933,Slashing Guard,0
556,Darrell Arthur\arthuda01,PF,DEN,0.348,0.583,0.667,1.1,4.2,5.3,3.2,2.8,1.1,7.7,90.0,109,Darrell Arthur\arthuda01/2018,2018,0.5589999999999999,0.489,0.064,-0.2,0.1,DEN,Denver Nuggets/2018,0.45875718812444705,-0.20623858659085653,Slashing Guard,0
557,Will Barton\bartowi01,SG,DEN,0.37,0.51,0.805,1.3,6.3,7.6,6.1,1.5,1.0,3.1,113.0,112,Will Barton\bartowi01/2018,2018,0.562,0.411,0.22,4.4,1.8,DEN,Denver Nuggets/2018,0.628787319085472,0.17274330728654436,Slashing Guard,0
558,Malik Beasley\beaslma01,SG,DEN,0.341,0.469,0.667,1.2,4.8,6.0,2.6,1.3,0.6,3.1,101.0,113,Malik Beasley\beaslma01/2018,2018,0.509,0.461,0.185,0.1,0.3,DEN,Denver Nuggets/2018,0.6748359458138379,-1.1808645467569683,3 & D Wing,0
559,Wilson Chandler\chandwi01,SF,DEN,0.358,0.501,0.772,2.2,6.3,8.4,3.4,0.9,0.8,3.3,110.0,113,Wilson Chandler\chandwi01/2018,2018,0.542,0.39,0.181,2.1,1.2,DEN,Denver Nuggets/2018,-0.11099821899334643,-0.7037097531455709,Defensive Forward,0
560,Torrey Craig\craigto01,SF,DEN,0.293,0.57,0.629,3.2,6.9,10.0,2.0,0.9,1.2,5.0,111.0,112,Torrey Craig\craigto01/2018,2018,0.535,0.423,0.255,0.5,0.4,DEN,Denver Nuggets/2018,-0.9153529918020754,-0.866526489514397,Defensive Forward,0
561,Kenneth Faried\farieke01,PF,DEN,0.0,0.517,0.706,7.3,9.1,16.5,1.9,1.3,1.4,5.5,116.0,110,Kenneth Faried\farieke01/2018,2018,0.552,0.006999999999999999,0.345,0.9,0.4,DEN,Denver Nuggets/2018,-2.9080380197495606,0.8262774845809296,Offensive Big Man,0
562,Gary Harris\harriga01,SG,DEN,0.396,0.5529999999999999,0.8270000000000001,0.8,3.0,3.8,4.2,2.6,0.3,2.6,115.0,112,Gary Harris\harriga01/2018,2018,0.597,0.434,0.17800000000000002,3.9,1.5,DEN,Denver Nuggets/2018,1.2960319912208347,-1.0051981476992204,Slashing Guard,0
563,Juan Hernangomez\hernaju01,PF,DEN,0.28,0.6,0.833,3.2,6.4,9.7,2.1,1.1,0.5,4.5,109.0,113,Juan Hernangomez\hernaju01/2018,2018,0.511,0.667,0.16,0.2,0.1,DEN,Denver Nuggets/2018,-0.12055569279709438,-1.4709662042121265,Defensive Forward,0
564,Richard Jefferson\jefferi01,SF,DEN,0.28600000000000003,0.5,0.5710000000000001,0.6,4.6,5.2,4.6,0.6,0.3,3.3,106.0,115,Richard Jefferson\jefferi01/2018,2018,0.499,0.259,0.259,0.1,0.0,DEN,Denver Nuggets/2018,1.251773828104547,-0.05109165387749694,Slashing Guard,0
565,Nikola Jokic\jokicni01,C,DEN,0.396,0.5379999999999999,0.85,4.0,12.3,16.3,9.3,1.8,1.2,4.3,121.0,107,Nikola Jokic\jokicni01/2018,2018,0.603,0.277,0.31,7.8,2.9,DEN,Denver Nuggets/2018,-0.648884393929899,1.9972908592044298,Pace & Space Forward,1
566,Tyler Lydon\lydonty01,PF,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,Tyler Lydon\lydonty01/2018,2018,0.0,0.0,0.0,0.0,0.0,DEN,Denver Nuggets/2018,1.4706250794433855,-1.743520298731723,3 & D Wing,0
567,Trey Lyles\lylestr01,PF,DEN,0.381,0.563,0.706,2.0,10.4,12.4,3.2,1.1,1.2,4.0,116.0,110,Trey Lyles\lylestr01/2018,2018,0.591,0.396,0.26,2.7,1.2,DEN,Denver Nuggets/2018,-0.7874342657956421,-0.7172708821199529,Defensive Forward,0
568,Paul Millsap\millspa01,PF,DEN,0.345,0.506,0.696,2.8,7.8,10.6,4.6,1.7,1.9,4.3,109.0,109,Paul Millsap\millspa01/2018,2018,0.5489999999999999,0.26,0.37,1.4,1.1,DEN,Denver Nuggets/2018,-0.6646524158458974,0.4104821236461221,Pace & Space Forward,0
569,Monte Morris\morrimo01,PG,DEN,0.0,0.8,1.0,0.0,4.0,4.0,13.9,5.9,0.0,2.0,151.0,104,Monte Morris\morrimo01/2018,2018,0.727,0.16699999999999998,0.333,0.1,0.0,DEN,Denver Nuggets/2018,3.8078893168532217,3.819264862513256,Primary Distributing Ballhandler,0
570,Jamal Murray\murraja01,PG,DEN,0.378,0.502,0.905,1.6,4.2,5.7,5.3,1.5,0.5,3.3,112.0,113,Jamal Murray\murraja01/2018,2018,0.5760000000000001,0.411,0.238,4.3,1.2,DEN,Denver Nuggets/2018,0.7942613736152229,0.055008533018376465,Slashing Guard,0
571,Cameron Bairstow\bairsca01,C,CHI,0.2,0.343,0.875,1.9,11.7,13.6,2.9,1.0,1.5,9.2,86.0,104,Cameron Bairstow\bairsca01/2016,2016,0.391,0.125,0.2,-0.1,0.1,CHI,Chicago Bulls/2016,-1.376854994429508,0.8278196154098004,Pace & Space Forward,0
572,Aaron Brooks\brookaa01,PG,CHI,0.35700000000000004,0.43,0.7659999999999999,1.0,3.6,4.6,8.1,1.4,0.5,6.0,99.0,109,Aaron Brooks\brookaa01/2016,2016,0.494,0.394,0.136,0.2,0.7,CHI,Chicago Bulls/2016,2.077051182668827,1.45922551982618,Combo Guard,0
573,Jimmy Butler\butleji01,SG,CHI,0.312,0.489,0.8320000000000001,1.6,5.7,7.3,6.5,2.2,0.9,2.5,116.0,106,Jimmy Butler\butleji01/2016,2016,0.562,0.198,0.459,6.5,2.7,CHI,Chicago Bulls/2016,0.788081863298877,0.36011184301411453,Slashing Guard,1
574,Cristiano Felicio\feliccr01,C,CHI,0.0,0.588,0.7140000000000001,4.7,11.2,15.9,4.1,0.9,2.0,4.8,123.0,104,Cristiano Felicio\feliccr01/2016,2016,0.601,0.056,0.486,0.7,0.4,CHI,Chicago Bulls/2016,-2.0269095937463133,1.4971162452923077,Pace & Space Forward,0
575,Pau Gasol\gasolpa01,C,CHI,0.348,0.478,0.792,3.4,14.0,17.4,6.4,0.9,3.2,3.2,107.0,101,Pau Gasol\gasolpa01/2016,2016,0.529,0.069,0.29,3.2,3.9,CHI,Chicago Bulls/2016,-2.0066482217353703,1.1433373500859467,Pace & Space Forward,1
576,E'Twaun Moore\mooreet01,SG,CHI,0.452,0.491,0.629,0.8,4.5,5.3,3.9,1.5,0.7,4.1,105.0,109,E'Twaun Moore\mooreet01/2016,2016,0.5479999999999999,0.267,0.09,0.9,1.0,CHI,Chicago Bulls/2016,1.0379445558744311,-0.6460815659949232,Slashing Guard,0
577,Joakim Noah\noahjo01,C,CHI,0.0,0.386,0.489,6.9,13.3,20.1,8.7,1.4,2.3,6.1,98.0,101,Joakim Noah\noahjo01/2016,2016,0.406,0.008,0.338,0.0,1.1,CHI,Chicago Bulls/2016,-1.930004970629345,3.570211463306043,Pace & Space Forward,0
578,Bobby Portis\portibo01,PF,CHI,0.308,0.443,0.727,5.6,9.7,15.3,2.4,1.1,1.0,4.5,100.0,106,Bobby Portis\portibo01/2016,2016,0.469,0.119,0.151,0.3,1.3,CHI,Chicago Bulls/2016,-1.6225303689488597,-0.3775516384187714,Offensive Big Man,0
579,Tony Snell\snellto01,SF,CHI,0.361,0.38,0.909,0.7,6.9,7.7,2.4,0.6,0.7,3.9,93.0,109,Tony Snell\snellto01/2016,2016,0.478,0.457,0.097,-0.5,1.0,CHI,Chicago Bulls/2016,0.5432029032068806,-1.2270131161744695,3 & D Wing,0
580,Jimmy Butler\butleji01,SF,CHI,0.3670000000000001,0.477,0.865,2.3,6.1,8.4,7.5,2.6,0.6,2.0,123.0,106,Jimmy Butler\butleji01/2017,2017,0.586,0.198,0.54,10.1,3.8,CHI,Chicago Bulls/2017,0.6717983775076514,0.5331597338849431,Combo Guard,1
581,Michael Carter-Williams\cartemi01,PG,CHI,0.234,0.401,0.753,1.4,7.7,9.1,6.7,2.3,1.4,6.1,90.0,105,Michael Carter-Williams\cartemi01/2017,2017,0.4370000000000001,0.209,0.252,-1.0,1.3,CHI,Chicago Bulls/2017,0.5621747477704038,1.4016571779924825,Combo Guard,0
582,Cristiano Felicio\feliccr01,C,CHI,0.0,0.579,0.645,6.0,9.1,15.1,1.9,1.2,0.8,5.3,126.0,107,Cristiano Felicio\feliccr01/2017,2017,0.603,0.0,0.421,2.1,1.3,CHI,Chicago Bulls/2017,-2.2974438716139876,0.3506084468217385,Offensive Big Man,0
583,Jerian Grant\grantje02,PG,CHI,0.366,0.473,0.89,0.8,4.6,5.4,5.9,2.3,0.4,4.6,114.0,108,Jerian Grant\grantje02/2017,2017,0.555,0.445,0.243,1.4,1.2,CHI,Chicago Bulls/2017,1.5378443120564143,0.12156623877244589,Combo Guard,0
584,R.J. Hunter\hunterj01,SG,CHI,0.0,0.0,0.0,0.0,5.6,5.6,0.0,0.0,0.0,0.0,0.0,113,R.J. Hunter\hunterj01/2017,2017,0.0,1.0,0.0,0.0,0.0,CHI,Chicago Bulls/2017,1.7123874337913187,-3.321432929316748,3 & D Wing,0
585,Robin Lopez\lopezro01,C,CHI,0.0,0.494,0.721,5.4,6.1,11.5,1.8,0.4,2.6,3.3,108.0,108,Robin Lopez\lopezro01/2017,2017,0.511,0.003,0.134,1.8,2.4,CHI,Chicago Bulls/2017,-2.6205581022977005,0.398813027292723,Offensive Big Man,0
586,Bobby Portis\portibo01,PF,CHI,0.333,0.541,0.6609999999999999,3.8,11.1,14.9,1.8,0.8,0.6,4.7,110.0,107,Bobby Portis\portibo01/2017,2017,0.545,0.256,0.157,1.1,1.2,CHI,Chicago Bulls/2017,-1.3300465412280316,-0.9364833254852337,Defensive Forward,0
587,Rajon Rondo\rondora01,PG,CHI,0.376,0.418,0.6,2.0,7.7,9.7,12.6,2.7,0.3,3.9,98.0,105,Rajon Rondo\rondora01/2017,2017,0.461,0.237,0.08900000000000001,-0.4,2.7,CHI,Chicago Bulls/2017,2.5472020229461414,2.683198998525331,Primary Distributing Ballhandler,0
588,Denzel Valentine\valende01,SG,CHI,0.35100000000000003,0.363,0.778,0.6,7.2,7.8,3.3,1.5,0.4,4.4,95.0,108,Denzel Valentine\valende01/2017,2017,0.4920000000000001,0.722,0.063,-0.5,1.1,CHI,Chicago Bulls/2017,0.987591642180074,-1.242193668279874,3 & D Wing,0
589,Paul Zipser\zipsepa01,SF,CHI,0.333,0.451,0.775,0.9,6.6,7.5,2.2,0.9,1.0,4.7,96.0,109,Paul Zipser\zipsepa01/2017,2017,0.503,0.448,0.181,-0.3,0.8,CHI,Chicago Bulls/2017,0.15533988611739052,-0.9966854249869148,Defensive Forward,0
590,Ryan Arcidiacono\arcidry01,PG,CHI,0.29,0.8,0.833,0.2,3.9,4.0,5.6,2.1,0.0,2.9,105.0,112,Ryan Arcidiacono\arcidry01/2018,2018,0.55,0.7559999999999999,0.146,0.1,0.2,CHI,Chicago Bulls/2018,2.2498076877269444,-0.9309732112501695,Slashing Guard,0
591,Antonio Blakeney\blakean01,SG,CHI,0.28800000000000003,0.418,0.769,0.6,4.5,5.1,3.1,1.1,0.2,3.0,96.0,114,Antonio Blakeney\blakean01/2018,2018,0.471,0.364,0.273,-0.2,0.1,CHI,Chicago Bulls/2018,1.094360398232096,-0.8074687388122734,Slashing Guard,0
592,Kris Dunn\dunnkr01,PG,CHI,0.321,0.457,0.737,0.8,6.3,7.1,9.9,3.3,0.9,5.6,96.0,107,Kris Dunn\dunnkr01/2018,2018,0.488,0.201,0.171,-1.0,1.9,CHI,Chicago Bulls/2018,1.8675534722947653,2.169988981283165,Primary Distributing Ballhandler,0
593,Cristiano Felicio\feliccr01,C,CHI,0.0,0.596,0.667,4.1,7.5,11.6,2.7,0.8,0.5,5.2,114.0,113,Cristiano Felicio\feliccr01/2018,2018,0.614,0.009000000000000001,0.377,1.2,0.5,CHI,Chicago Bulls/2018,-1.3603075639681899,0.746017837098525,Pace & Space Forward,0
594,Jerian Grant\grantje02,PG,CHI,0.326,0.468,0.745,0.9,4.1,5.0,9.9,1.8,0.2,3.8,112.0,112,Jerian Grant\grantje02/2018,2018,0.528,0.3720000000000001,0.374,2.3,1.0,CHI,Chicago Bulls/2018,2.444681555141956,1.8855769846002455,Primary Distributing Ballhandler,0
595,Zach LaVine\lavinza01,SG,CHI,0.341,0.405,0.813,0.7,6.3,7.0,5.4,1.8,0.3,4.1,99.0,111,Zach LaVine\lavinza01/2018,2018,0.499,0.34600000000000003,0.301,-0.1,0.5,CHI,Chicago Bulls/2018,1.2606302385124597,0.23806145467620668,Combo Guard,0
